loc_rowid,pl_hostname,pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_radj,pl_dens,ra_str,ra,dec_str,dec,st_dist,st_optmag,st_teff,st_mass,st_rad,pl_masse,pl_rade,pl_disc,st_sp,st_spstr,st_glon,st_glat,st_elon,st_elat
1,11 Com,11 Com b,Radial Velocity,1,326.03,1.29,0.231,,19.4,,,12h20m43.03s,185.179276,+17d47m34.3s,17.792868,93.37,4.74,4742.0,2.7,19.0,,,2007,5.0,K0 III,264.140892,78.28052199999998,177.42238799999998,18.333765
2,11 UMi,11 UMi b,Radial Velocity,1,516.21997,1.53,0.08,,14.74,,,15h17m05.89s,229.27453599999998,+71d49m26.0s,71.823898,125.72,5.016,4213.0,2.78,29.79,,,2009,5.4,K4 III,108.718982,41.044516,141.647144,74.958184
3,14 And,14 And b,Radial Velocity,1,185.84,0.83,0.0,,4.8,,,23h31m17.42s,352.822571,+39d14m10.3s,39.236198,75.59,5.227,4813.0,2.2,11.0,,,2008,4.8,G8 III,106.411558,-21.05061,11.962116,38.229937
4,14 Her,14 Her b,Radial Velocity,1,1773.4000199999996,2.93,0.37,,4.66,,,16h10m24.31s,242.60130299999997,+43d49m03.5s,43.817646,17.94,6.61,5338.0,0.9,0.93,,,2002,5.0,K0 V,69.170376,46.944999,223.24872799999997,62.879798
5,16 Cyg B,16 Cyg B b,Radial Velocity,1,798.5,1.66,0.68,,1.78,,,19h41m51.97s,295.466553,+50d31m03.1s,50.517525,21.41,6.25,5750.0,1.08,1.13,,,1996,4.25,G2.5 V,83.33646,13.204351999999998,321.21805,69.468372
6,18 Del,18 Del b,Radial Velocity,1,993.3,2.6,0.08,,10.3,,,20h58m25.94s,314.608063,+10d50m21.4s,10.839286,76.38,5.506,4979.0,2.3,8.5,,,2008,4.6,G6 III,58.691434,-21.974824,320.591213,26.786858000000002
7,1RXS J160929.1-210524,1RXS J160929.1-210524 b,Imaging,1,,330.0,,,8.0,,,16h09m30.30s,242.376268,-21d04m58.9s,-21.083036,145.0,,4060.0,0.85,,3000.0,,2008,5.7,K7 V,352.89056,22.030427,244.365684,-0.06841
8,24 Boo,24 Boo b,Radial Velocity,1,30.3506,0.19,0.042,,0.91,,,14h28m37.81s,217.15754700000002,+49d50m41.5s,49.844852,96.25,5.58,4893.0,0.99,10.64,,,2018,4.3,G3 IV,90.162223,60.643666,185.925162,58.888906999999996
9,24 Sex,24 Sex b,Radial Velocity,2,452.8,1.3330000000000002,0.09,,1.99,,,10h23m28.37s,155.86821,-00d54m08.1s,-0.902244,72.21,6.441,5098.0,1.54,4.9,,,2010,5.0,K0 IV,245.085309,44.71573400000001,157.99358999999998,-10.198148
10,24 Sex,24 Sex c,Radial Velocity,2,883.0,2.08,0.29,,0.86,,,10h23m28.37s,155.86821,-00d54m08.1s,-0.902244,72.21,6.441,5098.0,1.54,4.9,,,2010,5.0,K0 IV,245.085309,44.71573400000001,157.99358999999998,-10.198148
11,2MASS J01225093-2439505,2MASS J01225093-2439505 b,Imaging,1,,52.0,,,24.5,,,01h22m50.94s,20.712243,-24d39m50.6s,-24.664049,36.0,14.24,3530.0,0.4,,7786.5,,2013,6.35,M3.5 V,195.448768,-82.520165,8.622413,-30.711243
12,2MASS J02192210-3925225,2MASS J02192210-3925225 b,Imaging,1,,156.0,,,13.9,1.44,,02h19m22.11s,34.842106,-39d25m22.5s,-39.42292800000001,39.4,,3064.0,0.11,0.28,4417.837,16.141,2015,6.6,M6,252.45376800000003,-67.984453,13.508497,-49.30478
13,2MASS J04414489+2301513,2MASS J04414489+2301513 b,Imaging,1,,15.0,,,7.5,,,04h41m44.90s,70.437073,+23d01m51.4s,23.030941000000002,140.0,,,0.02,,2383.6,,2010,6.85,M8.5,176.510593,-15.114249,72.050227,0.8024399999999999
14,2MASS J12073346-3932539,2MASS J12073346-3932539 b,Imaging,1,,46.0,,,4.0,,,12h07m33.47s,181.889447,-39d32m54.0s,-39.548332,52.4,20.15,,0.02,,1271.0,,2004,6.8,M8,293.790363,22.543297,199.743654,-35.034839
15,2MASS J19383260+4603591,2MASS J19383260+4603591 b,Eclipse Timing Variations,1,416.0,0.92,,,1.9,,,19h38m32.61s,294.63586499999997,+46d03m59.1s,46.066418,396.36,12.264000000000001,,0.48,,603.877,,2015,,,79.018713,11.674389,314.709288,65.725374
16,2MASS J21402931+1625183 A,2MASS J21402931+1625183 A b,Imaging,1,7336.5,,0.26,46.2,20.95,0.92,,21h40m29.32s,325.122159,+16d25m18.3s,16.421758999999998,25.0,,2300.0,0.08,0.12,6657.48,10.31,2009,6.85,M8.5,70.48510300000002,-26.437255,333.590507,28.526095
17,2MASS J22362452+4751425,2MASS J22362452+4751425 b,Imaging,1,,230.0,,,12.5,,,22h36m24.53s,339.102203,+47d51m42.6s,47.86182,74.0,12.51,4045.0,0.6,,3972.875,,2016,5.7,K7 V,100.748288,-9.108906,6.858822999999999,50.853569
18,30 Ari B,30 Ari B b,Radial Velocity,1,335.10001,0.99,0.29,,13.82,,,02h36m57.74s,39.240584999999996,+24d38m53.0s,24.648064,44.71,6.9620000000000015,6331.0,1.93,1.41,,,2009,3.6,F6 V,151.476148,-32.309490999999994,44.567803999999995,8.854811
19,4 UMa,4 UMa b,Radial Velocity,1,269.3,0.87,0.4320000000000001,,7.1,,,08h40m12.82s,130.053406,+64d19m40.6s,64.327934,73.58,4.61,4415.0,1.23,18.11,,,2006,5.1,K1 III,151.358914,35.9569,112.81331200000001,44.028065999999995
20,42 Dra,42 Dra b,Radial Velocity,1,479.1,1.19,0.38,,3.88,,,18h25m59.14s,276.496399,+65d33m48.5s,65.563484,90.86,4.82,4200.0,0.98,22.03,,,2008,5.15,K1.5 III,95.419171,27.125611,342.26709,87.183386
21,47 UMa,47 UMa b,Radial Velocity,3,1078.0,2.1,0.032,,2.53,,,10h59m27.97s,164.86656200000004,+40d25m48.9s,40.430256,13.8,5.05,5892.0,1.03,1.23,,,1996,4.0,G0 V,175.782531,63.369127,149.06985500000002,31.061608000000003
22,47 UMa,47 UMa c,Radial Velocity,3,2391.0,3.6,0.098,,0.54,,,10h59m27.97s,164.86656200000004,+40d25m48.9s,40.430256,13.8,5.05,5892.0,1.03,1.23,,,2001,4.0,G0 V,175.782531,63.369127,149.06985500000002,31.061608000000003
23,47 UMa,47 UMa d,Radial Velocity,3,14002.0,11.6,0.16,,1.64,,,10h59m27.97s,164.86656200000004,+40d25m48.9s,40.430256,13.8,5.05,5892.0,1.03,1.23,,,2009,4.0,G0 V,175.782531,63.369127,149.06985500000002,31.061608000000003
24,51 Eri,51 Eri b,Imaging,1,,13.2,,,2.0,,,04h37m36.13s,69.40055100000001,-02d28m24.8s,-2.473548,29.4,5.23,,1.75,,635.66,,2015,3.0,F0 IV,198.61262,-30.657612,67.31344200000001,-24.305028
25,51 Peg,51 Peg b,Radial Velocity,1,4.230785,0.0527,0.013,,0.472,,,22h57m27.98s,344.366577,+20d46m07.8s,20.768832999999997,15.47,5.5,5793.0,1.12,1.2,,,1995,4.25,G2.5 IV,90.062611,-34.727214000000004,354.284094,25.186477
26,55 Cnc,55 Cnc b,Radial Velocity,5,14.65152,0.115227,0.0034,90.0,0.8306,,,08h52m35.81s,133.149216,+28d19m50.9s,28.330818,12.59,5.96,5196.0,0.91,0.94,263.9785,,1996,4.8,G8 V,196.794709,37.698968,127.732452,10.367085000000001
27,55 Cnc,55 Cnc c,Radial Velocity,5,44.4175,0.2413760000000001,0.02,90.0,0.1714,,,08h52m35.81s,133.149216,+28d19m50.9s,28.330818,12.59,5.96,5196.0,0.91,0.94,54.4738,,2004,4.8,G8 V,196.794709,37.698968,127.732452,10.367085000000001
28,55 Cnc,55 Cnc d,Radial Velocity,5,4825.0,5.502999999999999,0.019,90.0,3.878,,,08h52m35.81s,133.149216,+28d19m50.9s,28.330818,12.59,5.96,5196.0,0.91,0.94,1232.493,,2002,4.8,G8 V,196.794709,37.698968,127.732452,10.367085000000001
29,55 Cnc,55 Cnc e,Radial Velocity,5,0.736539,0.01544,,83.3,0.025419999999999998,0.17,6.4,08h52m35.81s,133.149216,+28d19m50.9s,28.330818,12.59,5.96,5196.0,0.91,0.94,8.08,1.91,2004,4.8,G8 V,196.794709,37.698968,127.732452,10.367085000000001
30,55 Cnc,55 Cnc f,Radial Velocity,5,262.0,0.7879999999999999,0.305,90.0,0.141,,,08h52m35.81s,133.149216,+28d19m50.9s,28.330818,12.59,5.96,5196.0,0.91,0.94,44.812,,2007,4.8,G8 V,196.794709,37.698968,127.732452,10.367085000000001
31,6 Lyn,6 Lyn b,Radial Velocity,1,934.3,2.11,0.073,,2.01,1.209,,06h30m47.11s,97.696281,+58d09m45.5s,58.162631999999995,54.74,5.86,4938.0,1.44,5.2,,13.552,2008,5.0,K0 III-IV,156.971465,20.189874,94.938691,34.855212
32,61 Vir,61 Vir b,Radial Velocity,3,4.215,0.050200999999999996,0.12,,0.016,,,13h18m24.32s,199.601318,-18d18m40.3s,-18.311195,8.51,4.74,5577.0,0.94,0.96,,,2009,4.5,G5 V,311.859025,44.092637,205.0072,-9.297808999999999
33,61 Vir,61 Vir c,Radial Velocity,3,38.021,0.2175,0.14,,0.057,,,13h18m24.32s,199.601318,-18d18m40.3s,-18.311195,8.51,4.74,5577.0,0.94,0.96,,,2009,4.5,G5 V,311.859025,44.092637,205.0072,-9.297808999999999
34,61 Vir,61 Vir d,Radial Velocity,3,123.01,0.476,0.35,,0.07200000000000001,,,13h18m24.32s,199.601318,-18d18m40.3s,-18.311195,8.51,4.74,5577.0,0.94,0.96,,,2009,4.5,G5 V,311.859025,44.092637,205.0072,-9.297808999999999
35,7 CMa,7 CMa b,Radial Velocity,1,796.0,1.93,0.22,,2.46,,,06h36m41.04s,99.17099,-19d15m21.2s,-19.255878,19.82,3.92,4792.0,1.52,2.3,,,2011,5.1,K1 III,228.68839900000003,-11.796021,101.74191400000001,-42.322075
36,70 Vir,70 Vir b,Radial Velocity,1,116.688,0.481,0.3988,,7.416,1.1420000000000001,,13h28m25.81s,202.107544,+13d46m43.6s,13.778788,17.91,4.97,5495.0,1.09,1.89,,12.800999999999998,1996,4.4,G4 V,337.665279,74.100664,194.97081799999998,21.340775
37,75 Cet,75 Cet b,Radial Velocity,1,691.9,2.1,0.117,,3.0,,,02h32m09.42s,38.039253,-01d02m05.6s,-1.0348959999999998,83.15,5.35,4846.0,2.49,10.5,,,2012,4.3,G3 III,169.94419399999995,-54.44159000000001,35.325385,-15.1675
38,8 UMi,8 UMi b,Radial Velocity,1,93.4,0.49,0.06,,1.31,,,14h56m48.35s,224.201477,+74d54m03.3s,74.900925,159.1,6.83,4847.0,1.44,10.3,,,2015,5.0,K0,112.794978,39.66113,130.659106,73.34490799999999
39,81 Cet,81 Cet b,Radial Velocity,1,952.7,2.5,0.206,,5.3,,,02h37m41.80s,39.424168,-03d23m46.2s,-3.396175,101.53,5.65,4785.0,2.4,11.0,,,2008,4.5,G5 III,174.486548,-55.249930000000006,35.893927000000005,-17.849554
40,91 Aqr,91 Aqr b,Radial Velocity,1,181.4,0.7,0.027000000000000003,,3.2,,,23h15m53.50s,348.9729,-09d05m15.9s,-9.087736999999999,44.08,4.25,4665.0,1.4,11.0,,,2013,5.0,K0 III,67.071988,-61.112023,346.308642,-4.001592
41,AB Pic,AB Pic b,Imaging,1,,260.0,,,13.5,,,06h19m12.91s,94.803802,-58d03m15.5s,-58.05431,50.12,9.128,,,,4290.5,,2005,5.2,K2 V,266.943713,-26.930799,106.859385,-81.211862
42,BD+03 2562,BD+03 2562 b,Radial Velocity,1,481.9,1.3,0.2,,6.4,,,11h50m15.55s,177.564804,+02d45m36.5s,2.7601419999999997,2618.0,9.58,4095.0,1.14,32.35,,,2017,,,269.325351,61.573487,176.6684,1.564346
43,BD+14 4559,BD+14 4559 b,Radial Velocity,1,268.94,0.78,0.29,,1.04,,,21h13m35.99s,318.399963,+14d41m21.8s,14.689387,49.42,9.63,4864.0,0.49,0.86,,,2009,5.2,K2 V,64.41765500000001,-22.630868,325.97532,29.216882000000002
44,BD+15 2375,BD+15 2375 b,Radial Velocity,1,153.22,0.5760000000000001,0.001,,1.061,,,11h45m55.72s,176.482174,+14d36m59.0s,14.616381,774.0,10.31,4649.0,1.08,8.95,,,2016,,,249.002386,70.272589,170.891143,11.999642999999999
45,BD+15 2940,BD+15 2940 b,Radial Velocity,1,137.48,0.539,0.26,,1.11,,,16h00m22.94s,240.09556600000002,+15d32m48.9s,15.54693,431.61,9.046,4796.0,1.1,14.7,,,2013,5.0,K0,28.104434,44.780297,233.93878999999998,35.317753
46,BD+20 2457,BD+20 2457 b,Radial Velocity,2,379.63,1.05,0.15,,55.59,,,10h16m44.86s,154.18691,+19d53m29.1s,19.891409,200.0,9.75,4259.0,10.83,71.02,,,2009,5.2,K2 II,216.044637,53.952466,148.88207,8.585761999999999
47,BD+20 2457,BD+20 2457 c,Radial Velocity,2,621.99,2.01,0.18,,12.47,,,10h16m44.86s,154.18691,+19d53m29.1s,19.891409,200.0,9.75,4259.0,10.83,71.02,,,2009,5.2,K2 II,216.044637,53.952466,148.88207,8.585761999999999
48,BD+20 274,BD+20 274 b,Radial Velocity,1,578.2,1.3,0.21,,4.2,,,01h43m40.88s,25.920324,+21d00m19.1s,21.005314000000002,1383.85,9.36,4296.0,0.8,17.3,,,2012,5.5,K5 III,138.974211,-40.233372,31.621665999999998,9.587492999999998
49,BD+20 594,BD+20 594 b,Transit,1,41.6855,,0.0,89.55,0.07,0.23,,03h34m36.23s,53.650967,+20d35m57.2s,20.599232,180.39,11.038,5766.0,1.67,1.08,22.2481,2.5780000000000003,2016,4.0,G,166.796349,-28.053358000000006,56.292499,1.312319
50,BD+48 738,BD+48 738 b,Radial Velocity,1,392.6,1.0,0.2,,0.91,,,02h42m50.45s,40.710224,+49d35m13.1s,49.58696,892.17,9.14,4414.0,0.74,11.0,,,2011,5.0,K0 III,140.808446,-9.378616,54.573322999999995,32.030243
51,BD+48 740,BD+48 740 b,Radial Velocity,1,733.0,1.7,0.76,,1.7,,,02h42m58.22s,40.742569,+48d55m48.2s,48.930061,678.94,8.699,4534.0,1.09,10.33,,,2018,,,141.109069,-9.96525,54.322852000000005,31.408496999999997
52,BD+49 828,BD+49 828 b,Radial Velocity,1,2590.0,4.2,0.35,,1.6,,,03h02m33.73s,45.640529,+49d43m48.0s,49.730011,447.59,9.38,4943.0,1.52,7.6,,,2015,5.0,K0,143.61786,-7.801619,58.151801,31.078590999999996
53,BD-06 1339,BD-06 1339 b,Radial Velocity,2,3.8728,0.0428,0.0,,0.027000000000000003,,,05h53m00.28s,88.251183,-05d59m41.4s,-5.9948440000000005,20.28,9.7,4324.0,0.7,,,,2013,5.85,K7/M0 V,211.656623,-15.715292000000002,88.003116,-29.422014
54,BD-06 1339,BD-06 1339 c,Radial Velocity,2,125.94,0.435,0.31,,0.17,,,05h53m00.28s,88.251183,-05d59m41.4s,-5.9948440000000005,20.28,9.7,4324.0,0.7,,,,2013,5.85,K7/M0 V,211.656623,-15.715292000000002,88.003116,-29.422014
55,BD-08 2823,BD-08 2823 b,Radial Velocity,2,5.6,0.06,0.15,,0.04,,,10h00m47.72s,150.198837,-09d31m00.0s,-9.516680000000001,41.38,9.88,4816.0,0.5,0.71,,,2009,5.3,K3 V,248.496598,34.756008,155.837804,-20.283333
56,BD-08 2823,BD-08 2823 c,Radial Velocity,2,237.6,0.68,0.19,,0.33,,,10h00m47.72s,150.198837,-09d31m00.0s,-9.516680000000001,41.38,9.88,4816.0,0.5,0.71,,,2009,5.3,K3 V,248.496598,34.756008,155.837804,-20.283333
57,BD-10 3166,BD-10 3166 b,Radial Velocity,1,3.48777,0.04,0.02,,0.59,,,10h58m28.80s,164.620003,-10d46m13.4s,-10.770375999999999,80.0,10.08,5393.0,1.47,0.91,,,2000,5.0,K0 V,263.285621,43.238484,170.135211,-15.967545000000001
58,BD-11 4672,BD-11 4672 b,Radial Velocity,1,1667.0,2.28,0.05,,0.53,,,18h33m28.84s,278.370148,-11d38m09.7s,-11.636039,27.3,9.99,4475.0,0.57,0.52,,,2014,5.7,K7 V,20.544276,-1.360142,278.367865,11.56045
59,BD-13 2130,BD-13 2130 b,Radial Velocity,1,714.2999900000002,1.66,0.21,,9.78,,,07h37m09.23s,114.288458,-13d54m23.9s,-13.906639000000002,766.0,9.45,4545.0,2.12,19.17,,,2007,4.5,G5 IV/V,230.520556,3.531328,119.14064499999999,-34.921186999999996
60,BD-17 63,BD-17 63 b,Radial Velocity,1,655.59998,1.34,0.54,,2.85,,,00h28m34.31s,7.142942,-16d13m34.8s,-16.226345000000002,34.49,9.566,4665.0,0.31,0.74,,,2008,5.5,K5 V,95.83866,-77.878025,359.903057,-17.689941
61,CFBDSIR J145829+101343,CFBDSIR J145829+101343 b,Imaging,1,10037.5,2.6,,,10.5,,,14h58m29.00s,224.620833,+10d13m43.0s,10.228611,23.1,,580.5,0.02,,3337.1,,2011,,,9.594193,55.65509100000001,218.81933199999997,25.969066
62,CHXR 73,CHXR 73 b,Imaging,1,,210.0,,,12.569,,,11h06m28.77s,166.619893,-77d37m33.2s,-77.625877,191.05,,,0.35,,3994.486,,2006,6.35,M3.5,297.277725,-15.921642000000002,238.71138,-66.332993
63,CT Cha,CT Cha b,Imaging,1,,440.0,,,17.0,2.2,,11h04m09.09s,166.037877,-76d27m19.4s,-76.455383,165.0,,,,,5403.0,24.66,2007,,,296.653702,-14.909141,235.834353,-66.126704
64,CoRoT-1,CoRoT-1 b,Transit,1,1.5089556999999998,,0.0,85.1,1.03,1.49,0.38,06h48m19.17s,102.079885,-03d06m07.7s,-3.102147,805.31,13.6,5950.0,0.95,1.11,327.35,16.7,2008,4.0,G0 V,215.338871,-2.107038,103.441849,-25.979515
65,CoRoT-10,CoRoT-10 b,Transit,1,13.2406,0.1055,0.53,88.55,2.75,0.97,3.7,19h24m15.29s,291.063708,+00d44m46.1s,0.746143,345.0,15.22,5075.0,0.89,0.79,874.0,10.87,2010,5.1,K1 V,37.36077,-6.952866,292.89603900000003,22.526734
66,CoRoT-11,CoRoT-11 b,Transit,1,2.99433,0.0436,0.0,83.17,2.33,1.43,0.99,18h42m44.94s,280.687263,+05d56m15.7s,5.937688,560.0,12.939,6440.0,1.27,1.37,740.51,16.03,2010,3.6,F6 V,37.240052,4.630184,282.166083,28.926737
67,CoRoT-12,CoRoT-12 b,Transit,1,2.828042,0.04016,0.07,85.48,0.917,1.44,0.411,06h43m03.76s,100.765677,-01d17m47.2s,-1.296439,1150.0,15.515,5675.0,1.08,1.12,291.438,16.14,2010,,,213.131579,-2.454352,101.823072,-24.29496
68,CoRoT-13,CoRoT-13 b,Transit,1,4.03519,0.051,0.0,88.02,1.308,0.885,2.34,06h50m53.07s,102.721137,-05d05m11.2s,-5.086444999999999,1060.0,15.039000000000001,5945.0,1.09,1.01,415.704,9.92,2010,4.0,G0 V,217.398629,-2.439602,104.369342,-27.893388
69,CoRoT-14,CoRoT-14 b,Transit,1,1.51214,0.027000000000000003,0.0,79.6,7.6,1.09,7.3,06h53m41.81s,103.424211,-05d32m09.7s,-5.536037,1340.0,16.033,6035.0,1.13,1.21,2415.4,12.22,2010,3.9,F9 V,218.117909,-2.02052,105.21063600000001,-28.269246000000003
70,CoRoT-16,CoRoT-16 b,Transit,1,5.35227,0.0618,0.33,85.01,0.535,1.17,0.44,18h34m05.93s,278.524691,-06d00m09.3s,-6.0025949999999995,840.0,15.63,5650.0,1.1,1.19,170.032,13.11,2011,4.5,G5 V,25.61429,1.101176,278.876385,17.174411
71,CoRoT-17,CoRoT-17 b,Transit,1,3.7681,0.0461,0.0,88.34,2.43,1.02,2.82,18h34m47.82s,278.699254,-06d36m44.0s,-6.612234,920.0,15.46,5740.0,1.04,1.59,772.29,11.43,2011,4.2,G2 V,25.152987,0.666416,279.01768799999996,16.555154
72,CoRoT-18,CoRoT-18 b,Transit,1,1.9000693,0.0295,0.08,86.5,3.47,1.31,2.2,06h32m41.38s,98.17241,-00d01m53.7s,-0.031586,870.0,15.0,5440.0,0.95,1.0,1102.82,14.68,2011,4.9,G9 V,210.819116,-4.184836,98.898264,-23.218794
73,CoRoT-19,CoRoT-19 b,Transit,1,3.89713,0.0518,0.047,88.0,1.11,1.29,0.71,06h28m08.06s,97.033582,-00d10m14.5s,-0.170681,770.0,14.007,6090.0,1.21,1.65,352.78,14.46,2011,3.9,F9 V,210.420555,-5.261174,97.668836,-23.422926
74,CoRoT-2,CoRoT-2 b,Transit,1,1.7429935,0.02798,0.0143,88.08,3.47,1.466,1.47,19h27m06.49s,291.777056,+01d23m01.4s,1.3837139999999999,200.0,12.57,5625.0,0.96,0.91,1102.82,16.432000000000002,2008,,,38.262664,-7.29091,293.768937,23.043958
75,CoRoT-20,CoRoT-20 b,Transit,2,9.24285,0.09,0.59,88.21,4.3,,,06h30m52.90s,97.72040799999999,+00d13m36.9s,0.226919,864.31,14.66,,1.14,,1366.669,,2011,4.2,G2 V,210.381237,-4.468533,98.390927,-22.987775
76,CoRoT-20,CoRoT-20 c,Radial Velocity,2,1675.0,2.9,0.6,,17.0,,,06h30m52.90s,97.72040799999999,+00d13m36.9s,0.226919,864.31,14.66,,1.14,,,,2018,4.2,G2 V,210.381237,-4.468533,98.390927,-22.987775
77,CoRoT-21,CoRoT-21 b,Transit,1,2.72474,0.0417,0.0,86.8,2.26,1.3,1.36,06h44m12.588s,101.05245,-00d17m56.868s,-0.29913,1398.83,16.0,6200.0,1.29,1.95,718.2958,14.572000000000001,2012,3.8,F8 IV,212.374086,-1.7445419999999998,102.045712,-23.277442
78,CoRoT-22,CoRoT-22 b,Transit,1,9.75598,0.092,0.077,89.749,0.038,0.435,0.249,18h42m40.11s,280.66711499999997,+06d13m08.9s,6.219136,592.0,13.944,5939.0,1.1,1.14,12.2,4.88,2014,4.3,G3 V,37.482976,4.775094,282.170394,29.208871999999996
79,CoRoT-23,CoRoT-23 b,Transit,1,3.6313,0.048,0.16,85.7,2.8,1.05,3.0,18h39m07.83s,279.78261499999996,+04d21m28.1s,4.357806,600.0,15.63,5900.0,1.14,1.61,889.9,11.77,2011,4.0,G0 V,35.417464,4.719742,281.00349900000003,27.424196000000002
80,CoRoT-24,CoRoT-24 b,Transit,2,5.1134,0.056,0.0,86.5,0.018000000000000002,0.33,0.9,06h47m41.41s,101.922547,-03d43m09.5s,-3.719301,600.0,,4950.0,0.91,0.86,5.7,3.7,2014,5.1,K1 V,215.817489,-2.527569,103.33091800000001,-26.608527000000002
81,CoRoT-24,CoRoT-24 c,Transit,2,11.759,0.098,0.0,89.0,0.08800000000000001,0.44,1.3,06h47m41.41s,101.922547,-03d43m09.5s,-3.719301,600.0,,4950.0,0.91,0.86,28.0,5.0,2014,5.1,K1 V,215.817489,-2.527569,103.33091800000001,-26.608527000000002
82,CoRoT-25,CoRoT-25 b,Transit,1,4.86069,0.0578,0.0,84.5,0.27,1.08,0.15,18h42m31.12s,280.629662,+06d30m49.8s,6.513829,1000.0,,6040.0,1.09,1.19,85.81,12.11,2013,3.9,F9,37.730101,4.941217,282.15635299999997,29.505653999999996
83,CoRoT-26,CoRoT-26 b,Transit,1,4.20474,0.0526,0.0,86.8,0.52,1.26,0.28,18h39m00.12s,279.750514,+06d58m11.2s,6.9697869999999975,1670.0,,5590.0,1.09,1.79,165.26,14.12,2013,4.5,G5,37.744489,5.926071,281.19644700000003,30.030888
84,CoRoT-27,CoRoT-27 b,Transit,1,3.57532,0.0476,0.065,86.7,10.39,1.0070000000000001,12.6,18h33m59.00s,278.495813,+05d32m18.5s,5.538462,1035.15,15.54,5900.0,1.05,1.08,3302.11,11.287,2014,4.2,G2,35.894565,6.396628,279.650212,28.693594
85,CoRoT-28,CoRoT-28 b,Transit,1,5.20851,0.0603,0.047,88.1,0.484,0.955,0.69,18h34m45.20s,278.688338,+05d34m25.4s,5.57373,560.0,,5150.0,1.01,1.78,153.82972,10.705,2015,4.85,G8/9 IV,36.013038,6.241398,279.870903,28.715798
86,CoRoT-29,CoRoT-29 b,Transit,1,2.8505700000000003,0.0386,0.08199999999999999,87.3,0.85,0.9,1.45,18h35m36.50s,278.90210299999995,+06d28m46.7s,6.4796510000000005,765.0,,5260.0,0.97,0.9,270.1555,10.088,2015,5.0,K0 V,36.923396,6.458815,280.186009,29.604712
87,CoRoT-3,CoRoT-3 b,Transit,1,4.2568,,0.0,85.9,21.66,1.01,26.4,19h28m13.26s,292.05526299999997,+00d07m18.6s,0.12182,680.0,13.292,6740.0,1.37,1.56,6883.91,11.32,2008,3.3,F3 V,37.262944,-8.120552,293.84673,21.753769000000002
88,CoRoT-4,CoRoT-4 b,Transit,1,9.20205,0.09,0.0,90.0,0.72,1.19,0.525,06h48m46.72s,102.194663,-00d40m22.0s,-0.672774,741.6,,6190.0,1.16,1.17,228.83,13.34,2008,,,213.227628,-0.898357,103.321178,-23.549905
89,CoRoT-5,CoRoT-5 b,Transit,1,4.0378962,0.04947,0.09,85.83,0.467,1.3880000000000001,0.217,06h45m06.54s,101.277254,+00d48m54.9s,0.815239,904.65,,6100.0,1.0,1.19,148.42,15.558,2009,3.9,F9 V,211.484737,-1.036103,102.187689,-22.148195
90,CoRoT-6,CoRoT-6 b,Transit,1,8.886593,0.0855,0.1,89.07,2.96,1.166,2.32,18h44m17.41s,281.072525,+06d39m47.5s,6.663194,657.24,13.912,6090.0,1.05,1.02,940.74,13.068,2009,3.9,F9 V,38.062962,4.615925,282.67501699999997,29.616590999999996
91,CoRoT-7,CoRoT-7 b,Transit,2,0.85359163,,0.0,80.1,0.01,0.15,,06h43m49.47s,100.956125,-01d03m46.9s,-1.063033,153.7,11.668,5275.0,0.82,0.83,3.1783,1.681,2009,4.9,G9 V,213.01046,-2.178513,102.010052,-24.046701000000002
92,CoRoT-7,CoRoT-7 c,Radial Velocity,2,3.698,0.046,0.0,80.0,0.026430000000000002,,,06h43m49.47s,100.956125,-01d03m46.9s,-1.063033,153.7,11.668,5275.0,0.82,0.83,8.4,,2009,4.9,G9 V,213.01046,-2.178513,102.010052,-24.046701000000002
93,CoRoT-8,CoRoT-8 b,Transit,1,6.21229,0.063,0.0,88.4,0.22,0.57,1.6,19h26m21.24s,291.588518,+01d25m35.2s,1.426452,380.0,14.8,5080.0,0.88,0.77,69.92,6.39,2010,5.1,K1 V,38.21292,-7.104052,293.57411,23.116257
94,CoRoT-9,CoRoT-9 b,Transit,1,95.272656,0.4021,0.133,89.9,0.84,1.0659999999999998,0.86,18h43m08.81s,280.786712,+06d12m15.0s,6.204172,460.0,13.69,5625.0,0.96,0.96,266.9772,11.949000000000002,2009,4.3,G3 V,37.523411,4.66224,282.304648,29.183878000000004
95,CoRoTID 223977153,CoRoTID 223977153 b,Transit,1,6.718369999999998,0.071,,89.0,0.15,0.57,1.1,06h40m46.84s,100.195183,+09d15m26.8s,9.257431,586.2,,5970.0,1.08,0.79,47.6745,6.388999999999999,2017,4.0,G0 VI,203.482383,1.863841,100.364021,-13.815817000000001
96,DENIS-P J082303.1-491201,DENIS-P J082303.1-491201 b,Astrometry,1,246.36,0.36,0.345,56.6,28.5,,,08h23m03.13s,125.76305,-49d12m01.3s,-49.20035900000001,20.77,,,0.07,,9057.77,,2013,7.15,L1.5,265.616826,-6.8261,154.11101200000002,-64.882327
97,DH Tau,DH Tau b,Imaging,1,,330.0,,,11.0,,,04h29m41.56s,67.423158,+26d32m58.3s,26.54952,140.0,,,0.33,0.27,3496.0,,2004,6.05,M0.5,171.899507,-14.938721,69.843598,4.676286
