loc_rowid,pl_hostname,pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_radj,pl_dens,ra_str,ra,dec_str,dec,st_dist,st_optmag,st_teff,st_mass,st_rad,pl_masse,pl_rade,pl_disc,st_sp,st_spstr,st_glon,st_glat,st_elon,st_elat
3473,Kepler-961,Kepler-961 b,Transit,1,16.87727414,,,,,0.22699999999999998,,18h48m08.52s,282.035496,+43d37m52.6s,43.631268,607.0,14.100999999999999,5582.0,0.96,0.9,,2.55,2016,,,73.028604,18.898983,291.92302,66.15701899999999
3474,Kepler-962,Kepler-962 b,Transit,1,12.05707239,,,,,0.17600000000000002,,19h41m15.15s,295.313145,+46d14m15.0s,46.237488,439.0,13.575999999999999,5478.0,0.93,0.86,,1.97,2016,,,79.393907,11.336413,315.92017599999997,65.68999699999999
3475,Kepler-963,Kepler-963 b,Transit,1,9.97683705,,,,,0.237,,19h47m00.71s,296.752973,+45d02m28.0s,45.0411,786.0,14.943,5461.0,0.91,0.87,,2.66,2016,,,78.804027,9.884362,316.92142,64.18505400000001
3476,Kepler-964,Kepler-964 b,Transit,1,13.5225106,,,,,0.18899999999999997,,19h41m12.02s,295.30009,+40d33m23.7s,40.556591,478.0,13.895,5427.0,0.93,0.84,,2.12,2016,,,74.297416,8.674083,311.147906,60.432442
3477,Kepler-965,Kepler-965 b,Transit,1,134.25272980000003,,,,,0.302,,19h54m03.68s,298.515338,+41d53m28.3s,41.891205,618.0,13.35,5886.0,1.05,1.15,,3.38,2016,,,76.668502,7.220232000000001,316.73093900000003,60.786729
3478,Kepler-966,Kepler-966 b,Transit,1,99.747622,,,,,0.368,,19h49m04.94s,297.270578,+50d07m18.5s,50.121811,773.0,14.422,5840.0,1.02,1.02,,4.13,2016,,,83.52254599999998,12.000052,323.47117099999997,68.555993
3479,Kepler-967,Kepler-967 b,Transit,2,13.22713379,,,,,0.21,,19h06m13.94s,286.558075,+38d24m19.3s,38.405359999999995,499.0,14.443,5178.0,0.84,0.8,,2.35,2016,,,69.302776,13.784983,296.80318900000003,60.313145999999996
3480,Kepler-967,Kepler-967 c,Transit,2,198.7112502,,,,,0.326,,19h06m13.94s,286.558075,+38d24m19.3s,38.405359999999995,499.0,14.443,5178.0,0.84,0.8,,3.65,2016,,,69.302776,13.784983,296.80318900000003,60.313145999999996
3481,Kepler-968,Kepler-968 b,Transit,2,3.69298373,,,,,0.17800000000000002,,19h02m24.61s,285.602528,+50d06m43.3s,50.112038,312.0,14.265,4598.0,0.76,0.7,,2.0,2016,,,80.34357,18.818056,303.410886,71.745386
3482,Kepler-968,Kepler-968 c,Transit,2,5.70940492,,,,,0.151,,19h02m24.61s,285.602528,+50d06m43.3s,50.112038,312.0,14.265,4598.0,0.76,0.7,,1.69,2016,,,80.34357,18.818056,303.410886,71.745386
3483,Kepler-969,Kepler-969 b,Transit,2,34.1731714,,,,,0.185,,19h13m29.40s,288.372508,+47d56m00.8s,47.933556,411.0,13.732999999999999,5214.0,0.92,0.82,,2.07,2016,,,78.909566,16.333218,306.24375499999996,69.072405
3484,Kepler-969,Kepler-969 c,Transit,2,1.6829346,,,,,0.08800000000000001,,19h13m29.40s,288.372508,+47d56m00.8s,47.933556,411.0,13.732999999999999,5214.0,0.92,0.82,,0.99,2016,,,78.909566,16.333218,306.24375499999996,69.072405
3485,Kepler-97,Kepler-97 b,Transit,2,2.58664,,,,0.011,0.132,5.44,19h09m18.39s,287.3266240000001,+48d40m24.4s,48.673431,393.0,12.872,5779.0,0.94,0.98,3.51,1.48,2014,,,79.35121099999998,17.256593,305.116598,70.00847900000001
3486,Kepler-97,Kepler-97 c,Radial Velocity,2,789.0,,,,1.08,,,19h09m18.39s,287.3266240000001,+48d40m24.4s,48.673431,393.0,12.872,5779.0,0.94,0.98,344.0,,2014,,,79.35121099999998,17.256593,305.116598,70.00847900000001
3487,Kepler-970,Kepler-970 b,Transit,1,16.73652231,,,,,0.247,,19h18m30.06s,289.62523,+40d42m31.4s,40.708726,350.0,14.786,4511.0,0.7,0.67,,2.77,2016,,,72.461761,12.586934,302.76125,61.934169
3488,Kepler-971,Kepler-971 b,Transit,1,9.59070716,,,,,0.19,,18h56m22.70s,284.094587,+41d10m58.2s,41.182821000000004,345.0,13.237,5431.0,0.88,0.85,,2.13,2016,,,71.193536,16.607421,294.200782,63.442763
3489,Kepler-972,Kepler-972 b,Transit,1,7.03932553,,,,,0.415,,19h43m18.89s,295.82870299999996,+43d25m31.8s,43.425495,1304.0,14.915,6146.0,1.15,1.22,,4.65,2016,,,77.042753,9.694005,314.1164,62.963855
3490,Kepler-973,Kepler-973 b,Transit,1,49.6077331,,,,,0.175,,19h20m39.66s,290.165258,+49d55m25.9s,49.923862,297.0,13.218,5213.0,0.86,0.78,,1.96,2016,,,81.295975,16.024770999999998,311.586105,70.46559
3491,Kepler-974,Kepler-974 b,Transit,1,4.19449651,,,,,0.14,,19h00m03.14s,285.013102,+40d13m14.7s,40.220753,121.0,14.404000000000002,3687.0,0.52,0.5,,1.57,2016,,,70.540033,15.599343,295.228796,62.351363
3492,Kepler-975,Kepler-975 b,Transit,1,1.97034246,,,,,0.132,,19h22m11.65s,290.54855,+38d29m43.0s,38.495275,404.0,14.437999999999999,4897.0,0.8,0.75,,1.48,2016,,,70.73595,10.989631,302.890861,59.610105000000004
3493,Kepler-976,Kepler-976 b,Transit,1,105.9564148,,,,,0.353,,19h19m28.71s,289.869641,+46d43m46.9s,46.729706,1020.0,15.795,5232.0,0.87,0.83,,3.96,2016,,,78.17733100000002,14.925587,307.664833,67.58795
3494,Kepler-977,Kepler-977 b,Transit,1,26.85328322,,,,,0.23399999999999999,,19h26m03.89s,291.51621,+42d14m53.5s,42.248196,664.0,14.812000000000001,5315.0,0.87,0.83,,2.62,2016,,,74.50795699999998,11.971192,306.688758,62.973225
3495,Kepler-978,Kepler-978 b,Transit,1,49.6221509,,,,,0.267,,19h06m50.57s,286.710723,+43d02m36.4s,43.043453,624.0,13.429,6002.0,1.07,1.09,,2.99,2016,,,73.751264,15.518366,299.547751,64.777917
3496,Kepler-979,Kepler-979 b,Transit,1,8.088013499999999,,,,,0.243,,20h01m29.11s,300.371281,+46d24m29.8s,46.408276,606.0,14.624,5310.0,0.87,0.83,,2.72,2016,,,81.276985,8.372364,323.527829,64.308332
3497,Kepler-98,Kepler-98 b,Transit,1,1.54168,,,,0.011,0.17800000000000002,2.18,19h02m38.80s,285.6616620000001,+37d57m52.2s,37.964506,390.0,12.899000000000001,5539.0,0.99,1.11,3.55,1.99,2014,,,68.595005,14.253235,295.224987,60.039669999999994
3498,Kepler-980,Kepler-980 b,Transit,1,11.55102504,,,,,0.23800000000000002,,19h38m27.12s,294.613008,+45d03m36.6s,45.060169,804.0,14.138,5935.0,1.05,1.06,,2.67,2016,,,78.098517,11.227826,313.72111,64.807817
3499,Kepler-981,Kepler-981 b,Transit,1,4.46975774,,,,,0.20600000000000002,,19h16m59.74s,289.248907,+47d39m00.4s,47.650101,913.0,14.769,5718.0,0.98,0.96,,2.31,2016,,,78.876772,15.680517000000002,307.489345,68.59828
3500,Kepler-982,Kepler-982 b,Transit,1,15.7738221,,,,,0.201,,19h13m40.24s,288.41767999999996,+46d35m25.5s,46.59042700000001,702.0,13.205,6139.0,1.16,1.29,,2.25,2016,,,77.63352900000002,15.784329,305.072989,67.799639
3501,Kepler-983,Kepler-983 b,Transit,1,60.08550820000001,,,,,0.21100000000000002,,19h00m24.97s,285.10406,+45d00m29.4s,45.008167,655.0,13.43,6052.0,1.13,1.08,,2.36,2016,,,75.196377,17.327484,298.105533,66.979608
3502,Kepler-984,Kepler-984 b,Transit,1,43.0342272,,,,,0.18899999999999997,,19h47m50.13s,296.958868,+46d23m38.9s,46.39412700000001,461.0,13.534,5610.0,0.96,0.93,,2.12,2016,,,80.079975,10.407661,318.566067,65.351287
3503,Kepler-985,Kepler-985 b,Transit,1,116.331901,,,,,0.266,,19h20m34.63s,290.144308,+44d02m59.8s,44.049953,741.0,14.767000000000001,5434.0,0.91,0.85,,2.98,2016,,,75.739237,13.646424,305.853831,65.001508
3504,Kepler-986,Kepler-986 b,Transit,1,56.4349938,,,,,0.21100000000000002,,19h32m22.56s,293.094007,+42d53m47.2s,42.896431,563.0,13.668,5642.0,0.96,0.98,,2.36,2016,,,75.62722600000002,11.217495,309.586448,63.196782999999996
3505,Kepler-987,Kepler-987 b,Transit,1,105.3033148,,,,,0.29100000000000004,,19h17m38.66s,289.41107,+46d07m51.1s,46.130848,936.0,14.985999999999999,5637.0,0.97,0.91,,3.26,2016,,,77.478165,14.972699,306.354268,67.136185
3506,Kepler-988,Kepler-988 b,Transit,1,17.76080053,,,,,0.185,,19h22m50.01s,290.70838599999996,+42d14m14.1s,42.237251,248.0,15.22,4005.0,0.55,0.53,,2.07,2016,,,74.232712,12.505428,305.428743,63.151984999999996
3507,Kepler-989,Kepler-989 b,Transit,1,7.96431535,,,,,0.19699999999999998,,18h46m19.90s,281.582909,+47d14m01.1s,47.233631,484.0,14.425,5074.0,0.82,0.78,,2.21,2016,,,76.53256400000002,20.378198,293.18835,69.742201
3508,Kepler-99,Kepler-99 b,Transit,1,4.60358,,,,0.019,0.132,10.9,19h49m24.96s,297.3540040000001,+41d18m00.2s,41.300049,210.0,12.97,4782.0,0.79,0.73,6.15,1.48,2014,,,75.714844,7.6780050000000015,314.631417,60.57054599999999
3509,Kepler-990,Kepler-990 b,Transit,2,9.91723428,,,,,0.23199999999999998,,19h51m45.17s,297.938209,+46d52m53.0s,46.881393,933.0,14.498,5948.0,1.05,1.08,,2.6,2016,,,80.84385999999998,10.054875,320.533658,65.492213
3510,Kepler-990,Kepler-990 c,Transit,2,0.53835431,,,,,0.136,,19h51m45.17s,297.938209,+46d52m53.0s,46.881393,933.0,14.498,5948.0,1.05,1.08,,1.53,2016,,,80.84385999999998,10.054875,320.533658,65.492213
3511,Kepler-991,Kepler-991 b,Transit,1,82.53425190000002,,,,,0.22699999999999998,,19h48m21.76s,297.09065499999997,+49d37m35.7s,49.626571999999996,370.0,15.187000000000001,4392.0,0.64,0.61,,2.54,2016,,,83.020422,11.868297,322.535179,68.18226700000001
3512,Kepler-992,Kepler-992 b,Transit,1,20.16034462,,,,,0.145,,18h57m43.27s,284.43028,+47d38m30.4s,47.641785,268.0,13.389000000000001,4944.0,0.8,0.74,,1.62,2016,,,77.613893,18.69388,298.85449,69.63967
3513,Kepler-993,Kepler-993 b,Transit,1,22.08557563,,,,,0.265,,19h30m27.38s,292.614101,+44d23m40.8s,44.394661,298.0,15.967,3843.0,0.57,0.54,,2.97,2016,,,76.83872099999998,12.196275,310.047677,64.72134799999999
3514,Kepler-994,Kepler-994 b,Transit,1,1.15116651,,,,,0.14300000000000002,,19h16m17.33s,289.072225,+47d24m25.5s,47.407070000000004,170.0,14.44,3934.0,0.56,0.54,,1.6,2016,,,78.595925,15.694223999999998,306.94876800000003,68.41371099999999
3515,Kepler-995,Kepler-995 b,Transit,1,28.26731672,,,,,0.24100000000000002,,18h58m27.77s,284.615727,+39d07m51.7s,39.131038000000004,659.0,14.907,5206.0,0.83,0.8,,2.7,2016,,,69.37389499999999,15.462829,294.097437,61.353239
3516,Kepler-996,Kepler-996 b,Transit,1,3.77059058,,,,,0.177,,19h27m39.07s,291.9127890000001,+41d32m01.0s,41.533611,1098.0,14.668,6014.0,1.09,1.14,,1.98,2016,,,73.98535,11.391655,306.800159,62.201764000000004
3517,Kepler-997,Kepler-997 b,Transit,1,2.70730672,,,,,0.121,,19h16m56.01s,289.233369,+49d56m20.2s,49.938934,470.0,11.894,6150.0,1.22,1.56,,1.36,2016,,,81.066482,16.582929,309.95250699999997,70.721447
3518,Kepler-998,Kepler-998 b,Transit,1,5.65377733,,,,,0.207,,19h47m01.00s,296.754151,+49d12m31.5s,49.208744,996.0,14.377,6058.0,1.12,1.18,,2.32,2016,,,82.538436,11.864639,321.483256,67.921643
3519,Kepler-999,Kepler-999 b,Transit,1,5.99185702,,,,,0.209,,19h58m38.51s,299.6604660000001,+46d11m54.3s,46.198418,568.0,12.239,6237.0,1.29,1.65,,2.34,2016,,,80.841038,8.687497,322.29845,64.347472
3520,LHS 1140,LHS 1140 b,Transit,2,24.736959,0.0936,0.06,89.89,0.02196,0.154,7.5,00h44m59.34s,11.24724,-15d16m17.5s,-15.271532,12.47,14.18,3216.0,0.18,0.21,6.98,1.7269999999999999,2017,6.45,M4.5 V,115.400369,-78.048902,4.102161,-18.45158
3521,LHS 1140,LHS 1140 c,Transit,2,3.777931,0.02675,0.31,89.92,0.00569,0.114,4.7,00h44m59.34s,11.24724,-15d16m17.5s,-15.271532,12.47,14.18,3216.0,0.18,0.21,1.81,1.2819999999999998,2018,6.45,M4.5 V,115.400369,-78.048902,4.102161,-18.45158
3522,LkCa 15,LkCa 15 b,Imaging,2,,14.7,,50.0,,,,04h39m17.80s,69.824148,+22d21m03.5s,22.350967,158.87,12.025,,,,,,2015,,,176.689699,-15.981635,71.39797800000001,0.20516399999999999
3523,LkCa 15,LkCa 15 c,Imaging,2,,18.6,,50.0,,,,04h39m17.80s,69.824148,+22d21m03.5s,22.350967,158.87,12.025,,,,,,2015,,,176.689699,-15.981635,71.39797800000001,0.20516399999999999
3524,Lupus-TR-3,Lupus-TR-3 b,Transit,1,3.91405,0.0464,0.0,88.3,0.81,0.89,1.4,15h30m18.62s,232.577571,-42d58m47.7s,-42.979908,2000.0,,5000.0,0.87,0.82,257.431,9.976,2007,,,331.367211,10.951005,241.066774,-23.226801000000002
3525,MASCARA-1,MASCARA-1 b,Transit,1,2.14878,0.043,0.0,87.0,3.7,1.5,1.5,21h10m12.37s,317.551544,+10d44m19.9s,10.738873,188.7,8.273,7554.0,1.72,2.1,1175.971,16.814,2017,2.8,A8,60.44825400000001,-24.375392,323.61121,25.76786
3526,MOA-2007-BLG-192L,MOA-2007-BLG-192L b,Microlensing,1,,0.62,,,0.01,,,18h08m03.80s,272.015825,-27d09m00.3s,-27.150075,1000.0,,,0.06,,3.3,,2008,,,4.030846,-3.387593,271.79744,-3.7233620000000003
3527,MOA-2007-BLG-400L,MOA-2007-BLG-400L b,Microlensing,1,,0.72,,,0.83,,,18h09m41.98s,272.424917,-29d13m27.0s,-29.224153,5800.0,,,0.3,,263.79,,2008,,,2.381269,-4.700741000000002,272.127027,-5.802765
3528,MOA-2008-BLG-310L,MOA-2008-BLG-310L b,Microlensing,1,,1.61,,,0.07362,,,17h54m14.53s,268.560542,-34d46m41.0s,-34.778053,7700.0,,,0.21,,23.4,,2009,,,355.914434,-4.562487,268.794156,-11.344787
3529,MOA-2008-BLG-379L,MOA-2008-BLG-379L b,Microlensing,1,,3.3,,,4.1,,,17h58m49.44s,269.706,-30d11m49.0s,-30.196931,3300.0,,,0.56,,1303.0,,2013,5.0,K,0.376273,-3.112864,269.744118,-6.7579009999999995
3530,MOA-2009-BLG-266L,MOA-2009-BLG-266L b,Microlensing,1,2774.0,3.2,,,0.033,,,17h48m01.95s,267.008125,-35d00m19.5s,-35.005410999999995,3040.0,,,0.56,,10.4,,2011,,,355.069932,-3.580897,267.498671,-11.592092
3531,MOA-2009-BLG-319L,MOA-2009-BLG-319L b,Microlensing,1,,2.4,,,0.16,,,18h06m58.13s,271.742208,-26d49m10.9s,-26.819692,6100.0,,,0.38,,50.0,,2010,,,4.202203,-3.014318,271.557486,-3.38982
3532,MOA-2009-BLG-387L,MOA-2009-BLG-387L b,Microlensing,1,1982.0,1.82,,52.0,2.56,,,17h53m50.79s,268.461625,-33d59m25.2s,-33.990333,5690.0,,,0.19,,813.6448,,2010,,,356.556406,-4.096243,268.702575,-10.557971
3533,MOA-2010-BLG-073L,MOA-2010-BLG-073L b,Microlensing,1,,1.21,,,11.0,,,18h10m11.34s,272.547258,-26d31m22.6s,-26.522932,2800.0,,,0.16,,3496.0,,2012,,,4.810230000000002,-3.5012160000000003,272.282374,-3.1038200000000002
3534,MOA-2010-BLG-117L,MOA-2010-BLG-117L b,Microlensing,1,,2.9,,,0.54,,,18h07m49.67s,271.95697,-25d20m40.7s,-25.344639,3500.0,,,0.58,,171.6282,,2018,,,5.587403,-2.467866,271.769539,-1.917368
3535,MOA-2010-BLG-328L,MOA-2010-BLG-328L b,Microlensing,1,,0.92,,,0.02895,,,17h57m59.12s,269.496333,-30d42m54.6s,-30.715175,810.0,,,0.11,,9.2,,2013,,,359.835949,-3.213775,269.563475,-7.2766470000000005
3536,MOA-2010-BLG-353L,MOA-2010-BLG-353L b,Microlensing,1,,1.72,,,0.27,,,18h05m12.94s,271.303917,-27d17m35.6s,-27.293233,6430.0,,,0.18,,85.8141,,2015,,,3.597801,-2.903537,271.161366,-3.859199
3537,MOA-2010-BLG-477L,MOA-2010-BLG-477L b,Microlensing,1,,2.0,,,1.5,,,18h06m07.44s,271.531006,-31d27m16.1s,-31.454477,2300.0,,5950.0,0.67,,476.7,,2012,,,0.045935,-5.0949550000000015,271.31889900000004,-8.022195
3538,MOA-2011-BLG-028L,MOA-2011-BLG-028L b,Microlensing,1,,4.14,,,0.09439,,,18h03m24.96s,270.85400000000004,-29d12m48.3s,-29.213417,7380.0,,,0.75,,30.0,,2016,,,1.725752,-3.495602,270.749176,-5.776346
3539,MOA-2011-BLG-262L,MOA-2011-BLG-262L b,Microlensing,1,,0.84,,,0.056629999999999986,,,18h00m23.48s,270.097833,-31d14m42.9s,-31.245258000000003,7000.0,,,0.12,,18.0,,2014,,,359.630583,-3.924346,270.084425,-7.805996
3540,MOA-2011-BLG-291L,MOA-2011-BLG-291L b,Microlensing,1,,0.69,,,0.056629999999999986,,,17h55m28.29s,268.867889,-29d10m14.4s,-29.170665999999997,4400.0,,,0.15,,18.0,,2018,,,0.901438,-1.969138,269.006515,-5.735279
3541,MOA-2011-BLG-293L,MOA-2011-BLG-293L b,Microlensing,1,,1.1,,,4.8,,,17h55m39.35s,268.913958,-28d28m36.6s,-28.476846999999996,7720.0,,,0.86,,1525.5,,2012,,,1.521595,-1.6548040000000002,269.041664,-5.041169
3542,MOA-2011-BLG-322L,MOA-2011-BLG-322L b,Microlensing,1,,4.3,,,11.6,,,18h04m53.60s,271.223333,-27d13m15.4s,-27.220944,7560.0,,,0.39,,3686.7,,2013,,,3.625988,-2.805737,271.090211,-3.786283
3543,MOA-2012-BLG-006L,MOA-2012-BLG-006L b,Microlensing,1,,10.2,,,8.4,,,18h01m46.31s,270.44296299999996,-29d06m31.6s,-29.108778000000004,5300.0,,,0.49,,2669.772,,2017,,,1.640639,-3.131505,270.388917,-5.670085
3544,MOA-2012-BLG-505L,MOA-2012-BLG-505L b,Microlensing,1,,0.9,,,0.02108,,,17h52m34.34s,268.143097,-32d02m24.3s,-32.040092,7210.0,,,0.1,,6.7,,2017,,,358.107512,-2.880582,268.408074,-8.611061999999999
3545,MOA-2013-BLG-605L,MOA-2013-BLG-605L b,Microlensing,1,,0.94,,,0.01007,,,17h58m42.85s,269.678542,-29d23m53.7s,-29.398239,,,,0.03,,3.2,,2016,,,1.0583360000000002,-2.695177,269.718415,-5.959262
3546,MOA-2015-BLG-337L,MOA-2015-BLG-337L b,Microlensing,1,,0.24,,,0.10603,,,18h07m47.69s,271.9487,-28d10m13.0s,-28.170278999999997,7100.0,,,0.01,,33.7,,2018,,,3.106873,-3.828062,271.723703,-4.742647
3547,MOA-2016-BLG-227L,MOA-2016-BLG-227L b,Microlensing,1,,1.67,,,2.8,,,18h05m53.70s,271.473755,-27d42m51.4s,-27.714287,6500.0,,,0.29,,889.924,,2017,,,3.302945,-3.240122,271.30830299999997,-4.281688
3548,MOA-2016-BLG-319L,MOA-2016-BLG-319L b,Microlensing,1,,0.95,,,0.62,,,17h54m58.13s,268.74221800000004,-29d45m01.7s,-29.750463,6800.0,,,0.15,,197.0546,,2018,,,0.345074,-2.166621,268.901353,-6.315969
3549,MOA-bin-1L,MOA-bin-1L b,Microlensing,1,,8.3,,,3.7,,,17h27m10.20s,261.7925,-29d47m38.3s,-29.793971999999997,5100.0,,,0.75,,1175.9,,2012,,,357.113009,2.926684,262.83631099999997,-6.558553
3550,MXB 1658-298,MXB 1658-298 b,Eclipse Timing Variations,1,760.0,1.6130000000000002,,,23.7,,,17h02m06.54s,255.527252,-29d56m44.1s,-29.94558300000001,,,,1.98,,7532.571,,2017,,,353.827096,7.265577,257.39394300000004,-7.137446000000001
3551,NGC 2682 Sand 364,NGC 2682 Sand 364 b,Radial Velocity,1,121.71,0.53,0.35,,6.69,,,08h49m56.82s,132.48676,+11d41m32.9s,11.692484,837.03,9.8,4284.0,9.06,39.59,,,2014,5.3,K3 III,215.6477,31.550595,131.668912,-5.8146949999999995
3552,NGC 2682 Sand 978,NGC 2682 Sand 978 b,Radial Velocity,1,511.21,,0.16,,2.18,,,08h51m17.48s,132.82283,+11d45m22.7s,11.756299,842.01,9.71,4200.0,1.37,,,,2017,5.4,K4 III,215.741745,31.876097,131.96989,-5.66413
3553,NGC 2682 YBP 1194,NGC 2682 YBP 1194 b,Radial Velocity,1,6.959,,0.3,,0.32,,,08h51m00.81s,132.75336399999998,+11d48m52.8s,11.814655,895.73,14.6,5780.0,1.01,,,,2014,4.5,G5 V,215.645827,31.838782,131.888202,-5.62643
3554,NGC 2682 YBP 1514,NGC 2682 YBP 1514 b,Radial Velocity,1,5.118,,0.28,,0.4,,,08h51m00.77s,132.75319299999998,+11d53m11.5s,11.88653,939.38,14.77,5725.0,0.96,,,,2014,4.5,G5 V,215.568879,31.868684,131.868446,-5.557297
3555,NGC 2682 YBP 401,NGC 2682 YBP 401 b,Radial Velocity,1,4.087,,0.15,,0.46,,,08h51m19.05s,132.82936,+11d40m15.7s,11.67102,851.36,13.7,6165.0,1.14,,,,2016,3.9,F9 V,215.836051,31.846132,131.99936399999999,-5.744462
3556,NGC 4349 127,NGC 4349 127 b,Radial Velocity,1,677.7999900000002,1.68,0.19,,5.9,,,12h24m35.47s,186.14781100000002,-61d49m12.0s,-61.820004000000004,2200.0,10.88,4445.0,0.64,19.98,,,2007,,,299.767669,0.8867729999999999,220.217636,-52.056188
3557,NGTS-1,NGTS-1 b,Transit,1,2.647298,0.0326,0.016,85.27,0.812,1.33,0.42,05h30m51.45s,82.714378,-36d37m50.8s,-36.630787,224.0,15.524000000000001,3916.0,0.62,0.57,258.07796,14.908,2017,6.0,M0.5,241.19228,-31.200769,78.336261,-59.775434999999995
3558,NGTS-2,NGTS-2 b,Transit,1,4.511164,0.063,0.0,88.5,0.74,1.595,0.226,14h20m29.49s,215.122879,-31d12m07.5s,-31.20207000000001,360.3,10.960999999999999,6478.0,1.64,1.7,235.1942,17.878,2018,3.5,F5 V,324.447638,27.922211,223.22607200000002,-16.233926999999998
3559,NGTS-3 A,NGTS-3 A b,Transit,1,1.6753728,0.023,,89.56,2.38,1.48,0.31,06h17m46.75s,94.44479399999999,-35d42m23.0s,-35.706394,1010.0,14.642000000000001,5600.0,1.02,0.93,756.4354,16.589000000000002,2018,4.6,G6 V,243.010532,-21.831668,97.025911,-59.03732900000001
3560,NN Ser,NN Ser c,Eclipse Timing Variations,2,5573.55,5.35,0.08,,7.33,,,15h52m56.13s,238.233879,+12d54m44.7s,12.912411,500.0,,57000.0,0.54,,2329.6,,2010,,WD,23.652965,45.338906,232.611282,32.320962
3561,NN Ser,NN Ser d,Eclipse Timing Variations,2,2883.5,3.43,0.19,,2.3,,,15h52m56.13s,238.233879,+12d54m44.7s,12.912411,500.0,,57000.0,0.54,,731.0,,2010,,WD,23.652965,45.338906,232.611282,32.320962
3562,NY Vir,NY Vir b,Eclipse Timing Variations,1,2985.7,,0.44,,2.78,,,13h38m48.15s,204.700622,-02d01m49.1s,-2.0303150000000003,551.99,,,,,,,2011,,,326.1724,58.687773,203.630736,7.67841
3563,OGLE-2003-BLG-235L,OGLE-2003-BLG-235L b,Microlensing,1,,4.3,,,2.6,,,18h05m16.35s,271.318125,-28d53m42.0s,-28.895,5800.0,,,0.63,,826.3580000000002,,2004,5.0,K V,2.202553,-3.694478,271.159266,-5.4610129999999995
3564,OGLE-2005-BLG-071L,OGLE-2005-BLG-071L b,Microlensing,1,,3.6,,,3.8,,,17h50m09.77s,267.540708,-34d40m23.5s,-34.673194,3200.0,,,0.46,,1207.7,,2005,,,355.580141,-3.786345,267.938008,-11.251505
3565,OGLE-2005-BLG-169L,OGLE-2005-BLG-169L b,Microlensing,1,,3.5,,,0.044360000000000004,,,18h06m05.32s,271.52216699999997,-30d43m57.5s,-30.732639000000002,4100.0,,,0.69,,14.1,,2006,5.5,K5,0.676832,-4.739985,271.31904,-7.300317
3566,OGLE-2005-BLG-390L,OGLE-2005-BLG-390L b,Microlensing,1,3285.0,2.6,,,0.017,,,17h54m19.19s,268.57995800000003,-30d22m38.3s,-30.377306,6600.0,,,0.22,,5.5,,2005,,,359.732499,-2.361536,268.76588599999997,-6.944097999999999
3567,OGLE-2006-BLG-109L,OGLE-2006-BLG-109L b,Microlensing,2,1788.5,2.3,,,0.73,,,17h52m34.51s,268.143792,-30d05m16.0s,-30.087778000000004,1510.0,,,0.51,,231.0,,2008,,,359.791319,-1.889969,268.38306600000004,-6.658905
3568,OGLE-2006-BLG-109L,OGLE-2006-BLG-109L c,Microlensing,2,4927.5,4.5,0.15,64.0,0.27,,,17h52m34.51s,268.143792,-30d05m16.0s,-30.087778000000004,1510.0,,,0.51,,86.0,,2008,,,359.791319,-1.889969,268.38306600000004,-6.658905
3569,OGLE-2007-BLG-349L A,OGLE-2007-BLG-349L AB c,Microlensing,1,2557.0,2.59,,,0.25171,,,18h05m24.43s,271.351807,-26d25m19.0s,-26.421944,2760.0,,,0.41,,80.0,,2016,6.0,M,4.380152,-2.515891,271.212225,-2.988341
3570,OGLE-2007-BLG-368L,OGLE-2007-BLG-368L b,Microlensing,1,,3.3,,,0.06,,,17h56m25.96s,269.108167,-32d14m14.7s,-32.237417,5900.0,17.71,,0.64,,20.0,,2009,,,358.348728,-3.686006,269.23665800000003,-8.800487
3571,OGLE-2008-BLG-092L,OGLE-2008-BLG-092L b,Microlensing,1,,18.0,,,0.18,,,17h47m29.42s,266.872583,-34d43m35.6s,-34.726556,8100.0,,,0.71,,56.6,,2014,,,355.252132,-3.342047,267.37907,-11.315713
3572,OGLE-2008-BLG-355L,OGLE-2008-BLG-355L b,Microlensing,1,,1.7,,,4.6,,,17h59m08.81s,269.78670800000003,-30d45m34.1s,-30.759472,6800.0,,,0.37,,1462.0,,2014,,,359.9216370000001,-3.452388,269.815208,-7.320317999999999
3573,OGLE-2011-BLG-0173L,OGLE-2011-BLG-0173L b,Microlensing,1,,8.0,,,0.19,,,17h57m15.78s,269.315735,-28d14m01.9s,-28.233862,6100.0,,,0.41,,60.3877,,2018,,,1.909405,-1.838644,269.395031,-4.7960080000000005
3574,OGLE-2011-BLG-0251L,OGLE-2011-BLG-0251L b,Microlensing,1,,2.72,,,0.53,,,17h38m14.18s,264.559083,-27d08m10.1s,-27.136139,2570.0,,,0.26,,168.44,,2012,6.0,M,0.6699930000000001,2.3336490000000003,265.148883,-3.788425
3575,OGLE-2011-BLG-0265L,OGLE-2011-BLG-0265L b,Microlensing,1,,1.89,,,0.88,,,17h57m47.72s,269.448833,-27d23m40.3s,-27.394528,4380.0,,,0.21,,279.68,,2015,,,2.695381,-1.520655,269.509474,-3.956175
3576,OGLE-2012-BLG-0026L,OGLE-2012-BLG-0026L b,Microlensing,2,,4.0,,,0.145,,,17h34m18.70s,263.577917,-27d08m33.9s,-27.14275,4019.0,,,1.06,,46.08535,,2012,4.5,G5 V,0.19488,3.066576,264.27482799999996,-3.831
