                           1                            2                            3                            4                            5 
              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
                       10398      1.0000000000000000E+000      2.0000000000000000E-002      5.0000000000000000E+001      1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                       pp                                      cno                                 tri_alfa                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                                 log_Teff                                    log_L                                    log_R                                    log_g                        v_div_csound_surf                             log_center_T                           log_center_Rho                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                              num_retries                              num_backups                                num_iters 
                                       1                                     1534                  1.0000000000000000E+005                  5.0000000000000000E+000                  9.9999998156786496E-001                  3.3298678442555207E+001                 -1.2734424355800687E+001                  7.8409837692605580E-002                  7.7508082726806315E-002                  7.8129683056538113E-008                  9.9999999996556255E-001                  9.7349739782197453E-001                  7.7508082726806315E-002                  7.8129683056538113E-008                  9.9999999996556255E-001                  9.7349739782197453E-001                 -1.3216958155843520E-001                 -4.7158168107857733E+001                 -1.5000347260751678E+001                 -1.3216958155843461E-001                 -1.9732938160571964E-001                 -9.8814677988207156E-001                 -4.7158168107857733E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7514062558782673E+000                 -1.3775365495724082E-001                 -4.8430502782528334E-002                  4.5347503509732068E+000                 -1.1185963198184119E-011                  7.1371636421959952E+000                  1.8898725921292987E+000                  1.7156259481441371E+001                  1.8898725921292987E+000                  7.1371636421959952E+000                  6.2030241143720755E-001                  8.4974010566314584E-001                  1.2973424857146094E+000                  6.9947160706351608E-001                  2.8036931513120167E-001                  2.9071342477313979E-003                  9.3376435541657719E-003                  3.4416106108119912E-003                  9.3376729792513137E-003                  6.9990697450544404E-001                  2.8001428379429572E-001                                        0                                        0                                        3 
                                       2                                      843                  2.2000000000000000E+005                  5.0791812460476242E+000                  9.9999995964155930E-001                  3.3298678433032734E+001                 -1.2738215779734260E+001                  7.2553932641729602E-002                  7.2466467890284658E-002                  7.8129684943917255E-008                  9.9999999996478128E-001                  9.7330219666444573E-001                  1.0000000000000000E+000                  3.8096166162029832E-001                  7.6065159777291780E-002                  7.8129684943917255E-008                 -1.3361970922185315E-001                 -4.7161918328173044E+001                 -1.5477468515471340E+001                 -1.3361970922185296E-001                 -1.9854965260254379E-001                 -9.9101956574352623E-001                 -4.7161918328173044E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7508133682394940E+000                 -1.4250744154112488E-001                 -4.9621620796923803E-002                  4.5371325774795244E+000                  1.3995983047229176E-012                  7.1371593251177101E+000                  1.8895618921696407E+000                  1.7155939123410924E+001                  1.8895618921696407E+000                  7.1371593251177101E+000                  6.2030613418674785E-001                  8.4973657629787558E-001                  1.2973520435792860E+000                  6.9946464459983193E-001                  2.8037483528106266E-001                  2.8967470714941512E-003                  9.3376429009978772E-003                  3.4416106108119881E-003                  9.3376729792512946E-003                  6.9990587868076981E-001                  2.8001490537343943E-001                                        0                                        0                                        3 
                                       3                                      599                  3.6400000000000000E+005                  5.1583624920952493E+000                  9.9999993368777407E-001                  3.3298678421761146E+001                 -1.2744161787065947E+001                  7.2869996850249377E-002                  7.2822891074836971E-002                  7.8129686942318699E-008                  9.9999999996478128E-001                  9.7291983621535028E-001                  1.0000000000000000E+000                  3.8096167150769544E-001                  2.8684732437148819E-001                  2.0857540403907637E-001                 -1.3536394447663039E-001                 -4.7167977381253372E+001                 -9.8999999999999986E+001                 -1.3536394447663064E-001                 -1.9992094288606907E-001                 -9.9508365452570746E-001                 -4.7167977381253372E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7500095764569865E+000                 -1.4778211157369292E-001                 -5.0651372248193126E-002                  4.5391920691104763E+000                  1.0027230918365822E-011                  7.1371617637213545E+000                  1.8893030591825735E+000                  1.7155677308648567E+001                  1.8893030591825735E+000                  7.1371617637213545E+000                  6.2031062360886113E-001                  8.4973235971212857E-001                  1.2973634850676601E+000                  6.9945629355267291E-001                  2.8038137710324690E-001                  2.8844129002077042E-003                  9.3376421231189822E-003                  3.4416106108119916E-003                  9.3376729792513068E-003                  6.9990456629805864E-001                  2.8001564756966918E-001                                        0                                        0                                        3 
                                       4                                      601                  5.3680000000000000E+005                  5.2375437381428744E+000                  9.9999990299214192E-001                  3.3298678408430206E+001                 -1.2750467158121618E+001                  7.2600736533255550E-002                  7.2466471995467741E-002                  7.8129689273787051E-008                  9.9999999996478128E-001                  9.7265299658780535E-001                  1.0000000000000000E+000                  3.6262990472409251E-001                  2.8684733317644884E-001                  2.0857541044143058E-001                 -1.3714001820182639E-001                 -4.7175219506823602E+001                 -9.8999999999999986E+001                 -1.3714001820182650E-001                 -2.0122247601555807E-001                 -9.9983248178140971E-001                 -4.7175219506823602E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7496127237256038E+000                 -1.5132916389930642E-001                 -5.1631192948234816E-002                  4.5411516971796155E+000                  1.1961063330774951E-011                  7.1370374825405412E+000                  1.8888605640856684E+000                  1.7155103680677097E+001                  1.8888605640856684E+000                  7.1370374825405412E+000                  6.2031604702050358E-001                  8.4972730484780223E-001                  1.2973772175034228E+000                  6.9944625826659923E-001                  2.8038918131746821E-001                  2.8696858031580018E-003                  9.3376411904322679E-003                  3.4416106108119890E-003                  9.3376729792513050E-003                  6.9990299560494262E-001                  2.8001653441746116E-001                                        0                                        0                                        3 
                                       5                                      612                  7.4415999999999988E+005                  5.3167249841904987E+000                  9.9999986653941242E-001                  3.3298678392598980E+001                 -1.2754994931143813E+001                  7.1838816066926964E-002                  7.1753631981656407E-002                  7.8129692049344612E-008                  9.9999999996478128E-001                  9.7231284194937895E-001                  1.0000000000000000E+000                  3.5645782434605100E-001                  2.8684734363281861E-001                  1.9547365532474537E-001                 -1.3913549706131029E-001                 -4.7184606781208124E+001                 -1.5954589770191003E+001                 -1.3913549706131023E-001                 -2.0259606218612858E-001                 -1.0057598464831969E+000                 -4.7184606781208124E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7492251014712656E+000                 -1.5475883861270115E-001                 -5.2570785796255931E-002                  4.5430308670444361E+000                  1.2839700511473135E-011                  7.1368727656834929E+000                  1.8883949171824808E+000                  1.7154465790773806E+001                  1.8883949171824808E+000                  7.1368727656834929E+000                  6.2032258505064186E-001                  8.4972124717018627E-001                  1.2973936902898522E+000                  6.9943420584292015E-001                  2.8039849659249677E-001                  2.8521293053092611E-003                  9.3376400731085048E-003                  3.4416106108119890E-003                  9.3376729792513016E-003                  6.9990111726804005E-001                  2.8001759425764677E-001                                        0                                        0                                        3 
                                       6                                      625                  9.9299199999999988E+005                  5.3959062302381238E+000                  9.9999982323410030E-001                  3.3298678373791724E+001                 -1.2759365057752401E+001                  7.0779483875485313E-002                  7.0684371059546169E-002                  7.8129695157969081E-008                  9.9999999996478128E-001                  9.7202195067563935E-001                  1.0000000000000000E+000                  3.5645783978257062E-001                  2.8684735605483380E-001                  1.9220295454227510E-001                 -1.4137011445815112E-001                 -4.7196359831483527E+001                 -9.8999999999999986E+001                 -1.4137011445815112E-001                 -2.0404225425253422E-001                 -1.0130392011417855E+000                 -4.7196359831483527E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7488395440345612E+000                 -1.5809991005234267E-001                 -5.3470206642667342E-002                  4.5448296899299985E+000                  1.3138802124681802E-011                  7.1366630355866612E+000                  1.8879165720137405E+000                  1.7153769493997679E+001                  1.8879165720137405E+000                  7.1366630355866612E+000                  6.2033046068885245E-001                  8.4971398819873234E-001                  1.2974134429643809E+000                  6.9941973707433946E-001                  2.8040962915973500E-001                  2.8312259558159396E-003                  9.3376387350419168E-003                  3.4416106108119933E-003                  9.3376729792513085E-003                  6.9989887323126165E-001                  2.8001886115588748E-001                                        0                                        0                                        3 
                                       7                                      638                  1.2915903999999997E+006                  5.4750874762857489E+000                  9.9999977177275823E-001                  3.3298678351442341E+001                 -1.2763606367831821E+001                  6.9448702311035851E-002                  6.9267802433802705E-002                  7.8129698488638155E-008                  9.9999999996478128E-001                  9.7173855338060289E-001                  1.0000000000000000E+000                  2.9970946295999978E-001                  2.8684737081638656E-001                  1.9220296443329887E-001                 -1.4390442766773845E-001                 -4.7210730140875398E+001                 -9.8999999999999986E+001                 -1.4390442766773859E-001                 -2.0560744988723323E-001                 -1.0218686023778853E+000                 -4.7210730140875398E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7484530566104448E+000                 -1.6133868103175977E-001                 -5.4316617284143512E-002                  4.5465224888635687E+000                  1.3273991282576185E-011                  7.1364028078116037E+000                  1.8874451005874107E+000                  1.7153028906858609E+001                  1.8874451005874107E+000                  7.1364028078116037E+000                  6.2033995748927773E-001                  8.4970527234783289E-001                  1.2974371635924302E+000                  6.9940234824443215E-001                  2.8042298941773014E-001                  2.8062816239943769E-003                  9.3376371266411986E-003                  3.4416106108119920E-003                  9.3376729792513033E-003                  6.9989619500468392E-001                  2.8002037564096960E-001                                        0                                        0                                        3 
                                       8                                      640                  1.6499084799999995E+006                  5.5542687223333731E+000                  9.9999971059741577E-001                  3.3298678324874217E+001                 -1.2767692313625208E+001                  6.7913232830140863E-002                  6.7861500501370742E-002                  7.8129703595664068E-008                  9.9999999996478128E-001                  9.7147145612999730E-001                  1.0000000000000000E+000                  2.9970948129483321E-001                  2.9006772177665030E-001                  1.9220297619138349E-001                 -1.4668349520886795E-001                 -4.7227883248832633E+001                 -1.5352529778863040E+001                 -1.4668349520886767E-001                 -2.0721341683338049E-001                 -1.0324111969743486E+000                 -4.7227883248832633E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7480677535047566E+000                 -1.6442090973307946E-001                 -5.5087125423427141E-002                  4.5480634785740159E+000                  1.3409928732164966E-011                  7.1360881157660856E+000                  1.8870035779675181E+000                  1.7152263167722001E+001                  1.8870035779675181E+000                  7.1360881157660856E+000                  6.2035139062586286E-001                  8.4969482174859301E-001                  1.2974656068166135E+000                  6.9938147608764023E-001                  2.8043900822976014E-001                  2.7766373592289870E-003                  9.3376351988899917E-003                  3.4416106108119907E-003                  9.3376729792512998E-003                  6.9989300234553642E-001                  2.8002218700323417E-001                                        0                                        0                                        3 
                                       9                                      636                  2.0798901759999995E+006                  5.6334499683809982E+000                  9.9999963783548251E-001                  3.3298678293274101E+001                 -1.2771545739251714E+001                  6.6172171865245252E-002                  6.6106634454131563E-002                  7.8129709146779192E-008                  9.9999999996478128E-001                  9.7121849961142181E-001                  1.0000000000000000E+000                  2.9970950310228239E-001                  2.9006774288254611E-001                  1.8893228032254494E-001                 -1.4969058623020243E-001                 -4.7247875154378079E+001                 -9.8999999999999986E+001                 -1.4969058623020251E-001                 -2.0883460617722557E-001                 -1.0448005164707612E+000                 -4.7247875154378079E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7476906472940796E+000                 -1.6725243818760069E-001                 -5.5748677229331980E-002                  4.5493865505857087E+000                  1.3616070296117014E-011                  7.1357167419704126E+000                  1.8866228500017264E+000                  1.7151500941902164E+001                  1.8866228500017264E+000                  7.1357167419704126E+000                  6.2036515489281363E-001                  8.4968228058917616E-001                  1.2974997282469207E+000                  6.9935641465956599E-001                  2.8045826304054983E-001                  2.7414198862500921E-003                  9.3376328847513661E-003                  3.4416106108119903E-003                  9.3376729792513068E-003                  6.9988920093318019E-001                  2.8002435471783588E-001                                        0                                        0                                        3 
