                           1                            2                            3                            4                            5 
              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
                       10398      2.0000000000000000E+000      2.0000000000000000E-002      5.0000000000000000E+001      1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                       pp                                      cno                                 tri_alfa                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                                 log_Teff                                    log_L                                    log_R                                    log_g                        v_div_csound_surf                             log_center_T                           log_center_Rho                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                              num_retries                              num_backups                                num_iters 
                                     113                                      748                  9.4694383677264941E+008                  6.2246416696709677E+000                  1.9945831027516321E+000                  3.3598530586124369E+001                 -1.0893647451627867E+001                  0.0000000000000000E+000                  9.9999999388899996E-001                  9.9999998201007900E-001                  9.9999999998458100E-001                  9.9999999947627916E-001                  1.0000000000000000E+000                  4.6271710931266563E-001                  8.4286694435425802E-002                  7.8344467691060515E-008                  1.4551874296472609E+000                 -3.1097985013814057E+001                 -1.3750469787535078E+001                  1.4551874296472611E+000                  3.2468149483179820E-001                  1.4217774445179356E+000                 -3.1097985013814057E+001                  2.5361055987927714E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  5.6487207494899926E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.4263688480708844E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.8700236652213045E+000                  1.4537163890073255E+000                  5.1006970051367961E-001                  3.7176020879499503E+000                  6.5209988028095390E-010                  7.3832008626090344E+000                  2.9755182074786712E+000                  1.8168428617619188E+001                  2.9755182074786712E+000                  7.3832008626090344E+000                  1.3407386020306449E+000                  4.9999263622397389E-001                  4.0595075425331695E+000                  2.1178669565281914E-009                  9.8046432602684808E-001                  1.0727580995706381E-004                  1.1772512839037577E-003                  3.4416106107979134E-003                  9.3376729792512929E-003                  1.2139572844311208E+000                  7.4004296012444182E-001                                        7                                        1                                        5 
                                     114                                      758                  9.4895674009055293E+008                  6.3038229157185919E+000                  1.9945570676856177E+000                  3.3598524917290973E+001                 -1.0888264232510307E+001                  0.0000000000000000E+000                  9.9999999388899996E-001                  9.9999998135046175E-001                  9.9999999998171241E-001                  9.9999999944704276E-001                  1.0000000000000000E+000                  4.6272314918521795E-001                  8.3545610294377126E-002                  7.8345490650555405E-008                  1.4568571910946824E+000                 -3.0997662612938129E+001                 -9.8999999999999986E+001                  1.4568571910946817E+000                  3.1903713934007727E-001                  1.4240268003837842E+000                 -3.0997662612938129E+001                  2.5816379581349026E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  5.6588774868287406E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.4487616526640312E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.8678896307555868E+000                  1.4552753687585662E+000                  5.1511725932073582E-001                  3.7075013015024436E+000                  5.8916280816164565E-010                  7.3844341135551232E+000                  3.0065645790661271E+000                  1.8202148545818847E+001                  3.0065645790661271E+000                  7.3844341135551232E+000                  1.3407241209800176E+000                  4.9999263545222061E-001                  4.0595075617492462E+000                  5.7436041670620824E-010                  9.8046432753666513E-001                  1.0727560479574577E-004                  1.1772512798698838E-003                  3.4416106107974819E-003                  9.3376729792512894E-003                  1.2133579975184809E+000                  7.4061689224243710E-001                                        7                                        1                                        6 
                                     115                                      754                  9.5137222407203722E+008                  6.3830041617662170E+000                  1.9945253463910413E+000                  3.3598518010247318E+001                 -1.0881653258789587E+001                  0.0000000000000000E+000                  9.9999999357650005E-001                  9.9999998043639748E-001                  9.9999999998171241E-001                  9.9999999940762752E-001                  1.0000000000000000E+000                  4.6273050841850549E-001                  8.1335849775556524E-002                  7.8346736542833639E-008                  1.4586948495140144E+000                 -3.0859507455211560E+001                 -1.4148409796207115E+001                  1.4586948495140146E+000                  3.1109710836522381E-001                  1.4266230146677354E+000                 -3.0859507455211560E+001                  2.6185030386933482E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  5.6683862400122901E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.4779774531302919E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.8650504226786886E+000                  1.4569533733745763E+000                  5.2163467778253736E-001                  3.6944595575351831E+000                  5.3667135043541421E-010                  7.3863570638344562E+000                  3.0456125703501593E+000                  1.8245131845248828E+001                  3.0456125703501593E+000                  7.3863570638344562E+000                  1.3406888032258828E+000                  4.9999263522426007E-001                  4.0595075674280148E+000                  1.1843919868845112E-010                  9.8046432798197503E-001                  1.0727554035487112E-004                  1.1772512788399147E-003                  3.4416106107969988E-003                  9.3376729792512929E-003                  1.2126353356050592E+000                  7.4130839596572862E-001                                        7                                        1                                        6 
                                     116                                      757                  9.5427080484981835E+008                  6.4621854078138421E+000                  1.9944865552349369E+000                  3.3598509563651788E+001                 -1.0873452684614007E+001                  0.0000000000000000E+000                  9.9999999326400002E-001                  9.9999997920386452E-001                  9.9999999997620703E-001                  9.9999999934190931E-001                  1.0000000000000000E+000                  4.6273950815397091E-001                  8.1337431692284246E-002                  7.8348260212912635E-008                  1.4606086828115341E+000                 -3.0659226114576022E+001                 -9.8999999999999986E+001                  1.4606086828115337E+000                  2.9930009539016672E-001                  1.4295700476508921E+000                 -3.0659226114576022E+001                  2.6925855829815928E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  5.6754880651871305E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.5475691697680496E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.8610811250375101E+000                  1.4585958221972211E+000                  5.3039449747621625E-001                  3.6769314715522983E+000                  4.9593617773284723E-010                  7.3894217551519628E+000                  3.0955174796344460E+000                  1.8301059120130393E+001                  3.0955174796344460E+000                  7.3894217551519628E+000                  1.3406142296573527E+000                  4.9999263517359638E-001                  4.0595075687005187E+000                  1.7111857914899652E-011                  9.8046432807841655E-001                  1.0727551102764607E-004                  1.1772512788237577E-003                  3.4416106107963379E-003                  9.3376729792512912E-003                  1.2117635944424676E+000                  7.4214166042866914E-001                                        7                                        1                                        7 
                                     117                                      753                  9.5774910178315580E+008                  6.5413666538614663E+000                  1.9944388768563319E+000                  3.3598499181679458E+001                 -1.0863045175897442E+001                  0.0000000000000000E+000                  9.9999999248274996E-001                  9.9999997737597557E-001                  9.9999999996434175E-001                  9.9999999923948990E-001                  1.0000000000000000E+000                  4.6275057024753574E-001                  8.2073854509257194E-002                  7.8350133048132875E-008                  1.4622471591768507E+000                 -3.0357156728989260E+001                 -9.8999999999999986E+001                  1.4622471591768504E+000                  2.8045296413066406E-001                  1.4326884370302559E+000                 -3.0357156728989260E+001                  2.7359774588327167E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  5.6760310302860973E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.6199962076027832E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.8552314876062654E+000                  1.4597921691492413E+000                  5.4269194581471669E-001                  3.6523261929029651E+000                  4.6870829718674344E-010                  7.3944966700446155E+000                  3.1616616437303775E+000                  1.8376857921919086E+001                  3.1616616437303775E+000                  7.3944966700446155E+000                  1.3404705268236707E+000                  4.9999263516580195E-001                  4.0595075689109237E+000                  1.5230926642798470E-012                  9.8046432808970130E-001                  1.0727548539515355E-004                  1.1772512790782735E-003                  3.4416106107955525E-003                  9.3376729792512929E-003                  1.2107123955778496E+000                  7.4314502388495840E-001                                        7                                        1                                        8 
                                     118                                      761                  9.6176296605526614E+008                  6.6035626828325595E+000                  1.9943821205990497E+000                  3.3598486822674445E+001                 -1.0849548934091162E+001                  0.0000000000000000E+000                  9.9999999170150000E-001                  9.9999997447791145E-001                  9.9999999995403910E-001                  9.9999999904578207E-001                  1.0000000000000000E+000                  4.6276373923363534E-001                  8.2076190172396202E-002                  7.8352362931077835E-008                  1.4627516308293753E+000                 -2.9876669259187519E+001                 -9.8999999999999986E+001                  1.4627516308293749E+000                  2.4973401871170128E-001                  1.4353096509255399E+000                 -2.9876669259187519E+001                  2.8251090079067395E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  5.6627382742672277E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.6479380459150345E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.8463561527475583E+000                  1.4595669023483826E+000                  5.6032998213170149E-001                  3.6170377612639819E+000                  4.6959904450650239E-010                  7.4032451274473976E+000                  3.2490701284382912E+000                  1.8480247763097015E+001                  3.2490701284382912E+000                  7.4032451274473976E+000                  1.3402074365104228E+000                  4.9999263516507569E-001                  4.0595075689477156E+000                  7.0721800030578980E-014                  9.8046432808658057E-001                  1.0727545819263507E-004                  1.1772512793936838E-003                  3.4416106107945130E-003                  9.3376729792512842E-003                  1.2094960666802390E+000                  7.4430367088082439E-001                                        7                                        1                                        9 
                                     119                                      767                  9.6497405747295451E+008                  6.5066526698245033E+000                  1.9943348579188895E+000                  3.3598476530682653E+001                 -1.0832134323966690E+001                  0.0000000000000000E+000                  9.9999999013899998E-001                  9.9999996951694026E-001                  9.9999999990872657E-001                  9.9999999861113409E-001                  1.0000000000000000E+000                  4.5712753146934249E-001                  8.4250794332110801E-002                  7.8354219668064218E-008                  1.4614628857345870E+000                 -2.9312035618087986E+001                 -9.8999999999999986E+001                  1.4614628857345870E+000                  2.1492427126325678E-001                  1.4361200326458674E+000                 -2.9312035618087986E+001                  2.8996526883508497E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  5.6163834233947744E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.6978218665624092E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.8367919421772871E+000                  1.4572298662957728E+000                  5.7828988524593938E-001                  3.5811076630437180E+000                  5.8613568199065429E-010                  7.4141045966293664E+000                  3.3307595142609583E+000                  1.8579992573898959E+001                  3.3307595142609583E+000                  7.4141045966293664E+000                  1.3400108063716905E+000                  4.9999263516504344E-001                  4.0595075689629825E+000                  0.0000000000000000E+000                  9.8046432808315753E-001                  1.0727543737444846E-004                  1.1772512796363506E-003                  3.4416106107937354E-003                  9.3376729792512929E-003                  1.2085239902720668E+000                  7.4522722161053512E-001                                        7                                        1                                        9 
                                     120                                      771                  9.6758640479465878E+008                  6.4170309175769287E+000                  1.9942949997533415E+000                  3.3598467850919441E+001                 -1.0816513610935351E+001                  0.0000000000000000E+000                  9.9999998844213478E-001                  9.9999996312181039E-001                  9.9999999987776955E-001                  9.9999999769474590E-001                  1.0000000000000000E+000                  4.5713666766274830E-001                  8.5133937896469503E-002                  7.8355785859685056E-008                  1.4584810016374137E+000                 -2.8652465983366731E+001                 -9.8999999999999986E+001                  1.4584810016374132E+000                  1.7636265435010862E-001                  1.4351860739662332E+000                 -2.8652465983366731E+001                  2.9801015968534387E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  5.5701768173215499E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.7376101439839076E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.8265782987124570E+000                  1.4529692284040063E+000                  5.9658685322971561E-001                  3.5445050473129509E+000                  7.2024232152873036E-010                  7.4268167917497214E+000                  3.4076298240792449E+000                  1.8676225473108396E+001                  3.4076298240792449E+000                  7.4268167917497214E+000                  1.3399179926048255E+000                  4.9999263516504056E-001                  4.0595075689740892E+000                  0.0000000000000000E+000                  9.8046432808046147E-001                  1.0727542137419116E-004                  1.1772512798223214E-003                  3.4416106107930363E-003                  9.3376729792512894E-003                  1.2077370504021221E+000                  7.4597291452595471E-001                                        7                                        1                                        9 
                                     121                                      767                  9.6977167970954776E+008                  6.3395060804409376E+000                  1.9942605627711405E+000                  3.3598460351567304E+001                 -1.0802480994304354E+001                  0.0000000000000000E+000                  9.9999998680362900E-001                  9.9999995455468116E-001                  9.9999999982234966E-001                  9.9999999534259465E-001                  1.0000000000000000E+000                  4.5714456151954097E-001                  8.6550407240943983E-002                  7.8357139221552075E-008                  1.4538503928206241E+000                 -2.7883861345123560E+001                 -9.8999999999999986E+001                  1.4538503928206241E+000                  1.3419378972397572E-001                  1.4325325613567170E+000                 -2.7883861345123560E+001                  3.0942484511428193E+032                  4.1799458749966651E+032                  4.2669542603167401E+032                  5.5206485007541239E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.7921027774791429E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.8157707233717386E+000                  1.4468626415473664E+000                  6.1514871048283237E-001                  3.5073738334545790E+000                  8.6248044409955964E-010                  7.4410573345846851E+000                  3.4805565058884795E+000                  1.8769599042885723E+001                  3.4805565058884795E+000                  7.4410573345846851E+000                  1.3398945588453688E+000                  4.9999263516504044E-001                  4.0595075689827791E+000                  0.0000000000000000E+000                  9.8046432807835249E-001                  1.0727540883077492E-004                  1.1772512799677560E-003                  3.4416106107924825E-003                  9.3376729792512946E-003                  1.2070844730850183E+000                  7.4658965345312422E-001                                        7                                        1                                        9 
                                     122                                      767                  9.7163916145952201E+008                  6.2712563663512970E+000                  1.9942302779799701E+000                  3.3598453756332056E+001                 -1.0790031783030429E+001                  0.0000000000000000E+000                  9.9999999975789644E-001                  9.9999993971385859E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  4.5715150381087644E-001                  9.2049288285728226E-002                  7.8358329269612170E-008                  1.4475226363210045E+000                 -2.7001972863131211E+001                 -9.8999999999999986E+001                  1.4475226363210041E+000                  8.8067864602993429E-002                  1.4281138768045165E+000                 -2.7001972863131211E+001                  3.1863983559874062E+032                  4.1651888349817895E+032                  4.3029149215036166E+032                  5.4503189643437471E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.8356747776590623E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.8049623389163454E+000                  1.4387529023477936E+000                  6.3271060979383220E-001                  3.4722434395973307E+000                  9.8894982829165599E-010                  7.4564610541531664E+000                  3.5498840222500920E+000                  1.8860312790725668E+001                  3.5498840222500920E+000                  7.4564610541531664E+000                  1.3398935746434111E+000                  4.9999263516504044E-001                  4.0595075689896944E+000                  0.0000000000000000E+000                  9.8046432807667383E-001                  1.0727539884432580E-004                  1.1772512800833160E-003                  3.4416106107919881E-003                  9.3376729792512964E-003                  1.2065337814737538E+000                  7.4710870812942420E-001                                        7                                        1                                        9 
                                     123                                      770                  9.7322580553589368E+008                  6.2004795146540195E+000                  1.9942039820315631E+000                  3.3598448029681172E+001                 -1.0780590675672167E+001                  0.0000000000000000E+000                  9.9999999966146091E-001                  9.9999976978769434E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  4.5147256530951252E-001                  9.5737302752592846E-002                  7.8359362443158886E-008                  1.4396361790831353E+000                 -2.6050666997300471E+001                 -1.3408047106712871E+001                  1.4396361790831360E+000                  3.9386485657366209E-002                  1.4220033829302099E+000                 -2.6050666997300471E+001                  3.2325787271692667E+032                  4.0776616680280296E+032                  4.1103417358855871E+032                  5.3687528444506590E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.8752036565370572E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7951637634122015E+000                  1.4288146275495013E+000                  6.4733862340297377E-001                  3.4429816857281641E+000                  1.0596914188879539E-009                  7.4722431070273121E+000                  3.6142672239801445E+000                  1.8946202694749697E+001                  3.6142672239801445E+000                  7.4722431070273121E+000                  1.3398935746440046E+000                  4.9999263516504028E-001                  4.0595075689951408E+000                  0.0000000000000000E+000                  9.8046432807535211E-001                  1.0727539098244947E-004                  1.1772512801741500E-003                  3.4416106107914460E-003                  9.3376729792512894E-003                  1.2060734799175423E+000                  7.4754147941542404E-001                                        7                                        1                                        9 
                                     124                                      755                  9.7454949606558239E+008                  6.1217864617212499E+000                  1.9941818068579198E+000                  3.3598443200381269E+001                 -1.0775919432457465E+001                  0.0000000000000000E+000                  9.9999999956087504E-001                  9.9999738964127660E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  4.5147758565544893E-001                  9.6306577778354274E-002                  7.8360234301300125E-008                  1.4306155877876723E+000                 -2.5112498396677363E+001                 -1.3847379800543134E+001                  1.4306155877876725E+000                 -9.5903488223074863E-003                  1.4145616860974402E+000                 -2.5112498396677363E+001                  3.2733559985717847E+032                  4.0402432488422351E+032                  4.3767870804680827E+032                  5.3134685734866410E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.8964495610650370E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7875603080622597E+000                  1.4175386001973111E+000                  6.5690752042676237E-001                  3.4238390623806856E+000                  9.9672206985006004E-010                  7.4874797208931954E+000                  3.6720509710580274E+000                  1.9024496558233693E+001                  3.6720509710580274E+000                  7.4874797208931954E+000                  1.3398935746444591E+000                  4.9999263516504039E-001                  4.0595075689993179E+000                  0.0000000000000000E+000                  9.8046432807433814E-001                  1.0727538495038376E-004                  1.1772512802437605E-003                  3.4416106107910370E-003                  9.3376729792512946E-003                  1.2056968003063941E+000                  7.4789491765689153E-001                                        7                                        1                                        9 
                                     125                                      770                  9.7566187863345945E+008                  6.0462541744261333E+000                  1.9941632458093699E+000                  3.3598439158122709E+001                 -1.0777651667708856E+001                  0.0000000000000000E+000                  9.9999999940462503E-001                  9.9997350302832555E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  4.5148178786778248E-001                  9.9737419803337724E-002                  7.8360963606805001E-008                  1.4207440465685157E+000                 -2.4233482743681002E+001                 -1.3972318537151434E+001                  1.4207440465685157E+000                 -5.7675925573101659E-002                  1.4060655039117160E+000                 -2.4233482743681002E+001                  3.3438592839020356E+032                  4.0428584384225804E+032                  4.3978300931296224E+032                  5.2540422370848014E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.8964495610650398E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7815011420335076E+000                  1.4052695159221755E+000                  6.6289131034669990E-001                  3.4118674402822506E+000                  8.3199241340762287E-010                  7.5018098222010812E+000                  3.7235653715168149E+000                  1.9095150567292468E+001                  3.7235653715168149E+000                  7.5018098222010812E+000                  1.3398935746448075E+000                  4.9999263516504039E-001                  4.0595075690025144E+000                  0.0000000000000000E+000                  9.8046432807356232E-001                  1.0727538033514233E-004                  1.1772512802969725E-003                  3.4416106107905057E-003                  9.3376729792512929E-003                  1.2053870820522048E+000                  7.4818517133916429E-001                                        7                                        1                                        7 
                                     126                                      764                  9.7661773838986540E+008                  5.9803941773315898E+000                  1.9941475265776423E+000                  3.3598435734730707E+001                 -1.0783962861112219E+001                  0.0000000000000000E+000                  9.9999999940462503E-001                  9.9990406746642924E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  4.5148534675535223E-001                  1.0164948289244102E-001                  7.8361581334895902E-008                  1.4100872985630113E+000                 -2.3414596931578089E+001                 -9.8999999999999986E+001                  1.4100872985630111E+000                 -1.0580878267150809E-001                  1.3966412741104701E+000                 -2.3414596931578089E+001                  3.3928227252271499E+032                  4.0530424297946929E+032                  4.4004968988626982E+032                  5.1980015197204263E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.9205282528634232E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7762198797282274E+000                  1.3917461318303559E+000                  6.6669214291134937E-001                  3.4042623517609503E+000                  7.1440989710109187E-010                  7.5152420748619226E+000                  3.7699919643073407E+000                  1.9159436037557469E+001                  3.7699919643073407E+000                  7.5152420748619226E+000                  1.3398935746450780E+000                  4.9999263516504039E-001                  4.0595075690049933E+000                  0.0000000000000000E+000                  9.8046432807296080E-001                  1.0727537675883446E-004                  1.1772512803381770E-003                  3.4416106107897004E-003                  9.3376729792512912E-003                  1.2051272601622538E+000                  7.4842850341469547E-001                                        7                                        1                                        6 
                                     127                                      773                  9.7746065529406404E+008                  5.9257847634423548E+000                  1.9941339723472351E+000                  3.3598432782818975E+001                 -1.0793709899553855E+001                  0.0000000000000000E+000                  9.9999999931282813E-001                  9.9972855436097929E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  4.5148841552430230E-001                  1.0394943866372286E-001                  7.8362114019903117E-008                  1.3984404332471623E+000                 -2.2648309374255437E+001                 -9.8999999999999986E+001                  1.3984404332471623E+000                 -1.5397132598766491E-001                  1.3860942989922291E+000                 -2.2648309374255437E+001                  3.4367680738714296E+032                  4.0658382594799729E+032                  4.4111731611469076E+032                  5.1537521850696454E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.9356707700291925E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7716379253165799E+000                  1.3770745229677297E+000                  6.6852024730333159E-001                  3.4006031910652541E+000                  6.0856570604130644E-010                  7.5279432412654685E+000                  3.8125880720935457E+000                  1.9218875031848221E+001                  3.8125880720935457E+000                  7.5279432412654685E+000                  1.3398935746452905E+000                  4.9999263516504044E-001                  4.0595075690069464E+000                  0.0000000000000000E+000                  9.8046432807248673E-001                  1.0727537393689418E-004                  1.1772512803706725E-003                  3.4416106107883391E-003                  9.3376729792512894E-003                  1.2049041478279572E+000                  7.4863739955955499E-001                                        7                                        1                                        6 
                                     128                                      778                  9.7822177504966521E+008                  5.8814529946220357E+000                  1.9941220906900756E+000                  3.3598430195152559E+001                 -1.0806575977797060E+001                  0.0000000000000000E+000                  9.9999999917415627E-001                  9.9934058274790738E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  4.5149110564572825E-001                  1.0356493926056931E-001                  7.8362580535618065E-008                  1.3857572052251832E+000                 -2.1925109307997161E+001                 -1.3449439791871097E+001                  1.3857572052251839E+000                 -2.0257382685322009E-001                  1.3744040257673189E+000                 -2.1925109307997161E+001                  3.4844189760623223E+032                  4.0677686291908821E+032                  4.4194908778152451E+032                  5.0934594642369039E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.9589253137701956E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7673536263292520E+000                  1.3610808159558003E+000                  6.6909199177202250E-001                  3.3994571144614549E+000                  5.2359091695474441E-010                  7.5400851137854197E+000                  3.8523603262392405E+000                  1.9274729981483254E+001                  3.8523603262392405E+000                  7.5400851137854197E+000                  1.3398935746454610E+000                  4.9999263516504056E-001                  4.0595075690085158E+000                  0.0000000000000000E+000                  9.8046432807210582E-001                  1.0727537167015890E-004                  1.1772512803967629E-003                  3.4416106107858467E-003                  9.3376729792512842E-003                  1.2047084854778638E+000                  7.4882060822268792E-001                                        7                                        1                                        6 
                                     129                                      769                  9.7892244136314857E+008                  5.8455112380587648E+000                  1.9941115348928091E+000                  3.3598427896227804E+001                 -1.0822020197445200E+001                  0.0000000000000000E+000                  9.9999999917415627E-001                  9.9861664785405746E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  4.5149349560661722E-001                  1.0472084990347807E-001                  7.8362995314940065E-008                  1.3719492586914055E+000                 -2.1240339202631830E+001                 -1.3972318537151434E+001                  1.3719492586914057E+000                 -2.5223008874263630E-001                  1.3615064844677469E+000                 -2.1240339202631830E+001                  3.5384070122439890E+032                  4.0886011268020875E+032                  4.4253127577820613E+032                  5.0530196023861920E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.9736814957000046E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7633482603238710E+000                  1.3436011306054578E+000                  6.6836288110761322E-001                  3.4009130368655183E+000                  4.3070706001264939E-010                  7.5517400863625106E+000                  3.8899357758861770E+000                  1.9327762501216238E+001                  3.8899357758861770E+000                  7.5517400863625106E+000                  1.3398935746456013E+000                  4.9999263516504028E-001                  4.0595075690097975E+000                  0.0000000000000000E+000                  9.8046432807179473E-001                  1.0727536982177206E-004                  1.1772512804180304E-003                  3.4416106107812978E-003                  9.3376729792512877E-003                  1.2045340322191045E+000                  7.4898401040574825E-001                                        7                                        1                                        6 
